,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,data
208,WEEE_2RM_mechRec1Smelter_other,,printedCircuitBoard,,,WEEE_categ_mechRec1,WEEE_Cat6,printedCircuitBoard,,,0.33
209,WEEE_2RM_mechRec1Smelter_other,,pump,,,WEEE_categ_mechRec1,WEEE_Cat2,pump,,,0.45
210,WEEE_2RM_mechRec1Smelter_other,,refrigerant,,,WEEE_categ_mechRec1,WEEE_Cat4a,refrigerant,,,0.22
211,WEEE_2RM_mechRec1Smelter_other,,remoteControl,,,WEEE_categ_mechRec1,WEEE_Cat5,remoteControl,,,0.46
212,WEEE_2RM_mechRec1Smelter_other,,resistor,,,WEEE_categ_mechRec1,WEEE_Cat4b,resistor,,,0.59
213,WEEE_2RM_mechRec1Smelter_other,,rotor,,,WEEE_categ_mechRec1,WEEE_Cat3,rotor,,,0.37
214,WEEE_2RM_mechRec1Smelter_other,,screw,,,WEEE_categ_mechRec1,WEEE_Cat1,screw,,,0.49
215,WEEE_2RM_mechRec1Smelter_other,,sensorUnspecified,,,WEEE_categ_mechRec1,WEEE_Cat6,sensorUnspecified,,,0.42
216,WEEE_2RM_mechRec1Smelter_other,,shadowComponentWEEE,,,WEEE_categ_mechRec1,WEEE_Cat2,shadowComponentWEEE,,,0.42
217,WEEE_2RM_mechRec1Smelter_other,,solenoidValve,,,WEEE_categ_mechRec1,WEEE_Cat4a,solenoidValve,,,0.19
218,WEEE_2RM_mechRec1Smelter_other,,speakerEEE2,,,WEEE_categ_mechRec1,WEEE_Cat5,speakerEEE2,,,0.45
219,WEEE_2RM_mechRec1Smelter_other,,switch,,,WEEE_categ_mechRec1,WEEE_Cat4b,switch,,,0.32
220,WEEE_2RM_mechRec1Smelter_other,,tonerCartridge,,,WEEE_categ_mechRec1,WEEE_Cat3,tonerCartridge,,,0.19
221,WEEE_2RM_mechRec1Smelter_other,,transformator,,,WEEE_categ_mechRec1,WEEE_Cat4a,transformator,,,0.2
222,WEEE_2RM_mechRec1Smelter_other,,transmission,,,WEEE_categ_mechRec1,WEEE_Cat5,transmission,,,0.43
223,WEEE_2RM_mechRec1Smelter_other,,transmitter,,,WEEE_categ_mechRec1,WEEE_Cat4b,transmitter,,,0.43
224,WEEE_2RM_mechRec1Smelter_other,,wheel,,,WEEE_categ_mechRec1,WEEE_Cat3,wheel,,,0.42
225,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_categ_mechRec2,WEEE_Cat1,,AlAndAlAlloys,,0.49
226,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_categ_mechRec2,WEEE_Cat6,,CuAndCuAlloys,,0.5
227,WEEE_2RM_mechRec2Smelter_other,,,MaterialShadowWEEE,,WEEE_categ_mechRec2,WEEE_Cat2,,MaterialShadowWEEE,,0.52
228,WEEE_2RM_mechRec2Smelter_other,,,aggregateBinderMixedMaterials,,WEEE_categ_mechRec2,WEEE_Cat4a,,aggregateBinderMixedMaterials,,0.56
229,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_categ_mechRec2,WEEE_Cat5,,ferrousMetals,,0.32
230,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_categ_mechRec2,WEEE_Cat4b,,glass,,0.23
231,WEEE_2RM_mechRec2Smelter_other,,,glassAndCeramics,,WEEE_categ_mechRec2,WEEE_Cat3,,glassAndCeramics,,0.11
232,WEEE_2RM_mechRec2Smelter_other,,,non-ferrousMetals,,WEEE_categ_mechRec2,WEEE_Cat1,,non-ferrousMetals,,0.54
233,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_categ_mechRec2,WEEE_Cat6,,otherMetalsAndMetalAlloys,,0.08
234,WEEE_2RM_mechRec2Smelter_other,,,otherMinerals,,WEEE_categ_mechRec2,WEEE_Cat2,,otherMinerals,,0.2
235,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_categ_mechRec2,WEEE_Cat4a,,otherOrUndefinedMaterials,,0.49
236,WEEE_2RM_mechRec2Smelter_other,,,otherOrganics,,WEEE_categ_mechRec2,WEEE_Cat5,,otherOrganics,,0.33
237,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_categ_mechRec2,WEEE_Cat4b,,plastics,,0.28
238,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_categ_mechRec2,WEEE_Cat3,,undefinedAndMixedMaterials,,0.58
239,WEEE_2RM_mechRec2Smelter_other,,,wood,,WEEE_categ_mechRec2,WEEE_Cat1,,wood,,0.09
240,WEEE_2RM_mechRec2Smelter_other,,,plasticComposites,,WEEE_categ_mechRec2,WEEE_Cat6,,plasticComposites,,0.26
241,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_categ_mechRec2,WEEE_Cat2,,steelAndSteelAlloys,,0.49
242,WEEE_2RM_mechRec2Smelter_other,,,polymerPA6GF30,,WEEE_categ_mechRec2,WEEE_Cat4a,,polymerPA6GF30,,0.5
243,WEEE_2RM_mechRec2Smelter_other,,,polymerPPGF30,,WEEE_categ_mechRec2,WEEE_Cat5,,polymerPPGF30,,0.2
244,WEEE_2RM_mechRec2Smelter_other,,,polymerPPTF30,,WEEE_categ_mechRec2,WEEE_Cat4b,,polymerPPTF30,,0.15
245,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,AlAndAlAlloys,,0.53
246,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,CuAndCuAlloys,,0.25
247,WEEE_2RM_mechRec2Smelter_other,,,MaterialShadowWEEE,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,MaterialShadowWEEE,,0.52
248,WEEE_2RM_mechRec2Smelter_other,,,aggregateBinderMixedMaterials,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,aggregateBinderMixedMaterials,,0.11
249,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,ferrousMetals,,0.06
250,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,glass,,0.43
251,WEEE_2RM_mechRec2Smelter_other,,,glassAndCeramics,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,glassAndCeramics,,0.08
252,WEEE_2RM_mechRec2Smelter_other,,,non-ferrousMetals,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,non-ferrousMetals,,0.13
253,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,otherMetalsAndMetalAlloys,,0.27
254,WEEE_2RM_mechRec2Smelter_other,,,otherMinerals,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,otherMinerals,,0.13
255,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,otherOrUndefinedMaterials,,0.26
256,WEEE_2RM_mechRec2Smelter_other,,,otherOrganics,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,otherOrganics,,0.13
257,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,plastics,,0.45
258,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,undefinedAndMixedMaterials,,0.21
259,WEEE_2RM_mechRec2Smelter_other,,,wood,,WEEE_mechRec1_mechRec2,,ComponentShadowWEEE,wood,,0.11
260,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,ConductivitySensor,CuAndCuAlloys,,0.53
261,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,ConductivitySensor,ferrousMetals,,0.2
262,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,LidarSensor (&lt;15cm),AlAndAlAlloys,,0.09
263,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,LidarSensor (&lt;15cm),CuAndCuAlloys,,0.14
264,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,LidarSensor (&lt;15cm),ferrousMetals,,0.59
265,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,LidarSensor (&lt;15cm),glass,,0.57
266,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,LidarSensor (&lt;15cm),plastics,,0.47
267,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,MagnetSensor,CuAndCuAlloys,,0.57
268,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,MagnetSensor,ferrousMetals,,0.46
269,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,MagnetSensor,plastics,,0.19
270,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,PCBWEEECat,otherOrUndefinedMaterials,,0.58
271,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,PCBunspecified,ferrousMetals,,0.14
272,WEEE_2RM_mechRec2Smelter_other,,,plasticComposites,,WEEE_mechRec1_mechRec2,,PVBacksheet,plasticComposites,,0.56
273,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,PVBacksheet,plastics,,0.45
274,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,PVEncapsulationEVA,plastics,,0.35
275,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,PVFrameAl,CuAndCuAlloys,,0.52
276,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,PVSolarGlass,glass,,0.13
277,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,PVcellSi,otherOrUndefinedMaterials,,0.31
278,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,WEEEEvaporator,CuAndCuAlloys,,0.53
279,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,WEEEEvaporator,steelAndSteelAlloys,,0.41
280,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,brush,AlAndAlAlloys,,0.22
281,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,brush,ferrousMetals,,0.28
282,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,brush,plastics,,0.18
283,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,cableUnspecified,AlAndAlAlloys,,0.58
284,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,cableUnspecified,CuAndCuAlloys,,0.09
285,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,cableUnspecified,ferrousMetals,,0.52
286,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,cableUnspecified,plastics,,0.28
287,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,cableWPlug,AlAndAlAlloys,,0.3
288,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,cableWPlug,ferrousMetals,,0.48
289,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,cableWPlug,plastics,,0.18
290,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,cableWithConnector,CuAndCuAlloys,,0.56
291,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,cables,otherOrUndefinedMaterials,,0.27
292,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,cablewire,AlAndAlAlloys,,0.52
293,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,cablewire,CuAndCuAlloys,,0.51
294,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,cablewire,ferrousMetals,,0.56
295,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,cablewire,plastics,,0.17
296,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,capElectrolytic,CuAndCuAlloys,,0.46
297,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,capElectrolytic,undefinedAndMixedMaterials,,0.08
298,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,casingPlasticBased,AlAndAlAlloys,,0.25
299,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,casingPlasticBased,CuAndCuAlloys,,0.35
300,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,casingPlasticBased,ferrousMetals,,0.13
301,WEEE_2RM_mechRec2Smelter_other,,,otherOrganics,,WEEE_mechRec1_mechRec2,,casingPlasticBased,otherOrganics,,0.13
302,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,casingPlasticBased,plastics,,0.44
303,WEEE_2RM_mechRec2Smelter_other,,,polymerPA6GF30,,WEEE_mechRec1_mechRec2,,casingPlasticBased,polymerPA6GF30,,0.56
304,WEEE_2RM_mechRec2Smelter_other,,,polymerPPGF30,,WEEE_mechRec1_mechRec2,,casingPlasticBased,polymerPPGF30,,0.26
305,WEEE_2RM_mechRec2Smelter_other,,,polymerPPTF30,,WEEE_mechRec1_mechRec2,,casingPlasticBased,polymerPPTF30,,0.08
306,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,casingPlasticBased,undefinedAndMixedMaterials,,0.36
307,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,casingSteelBased,ferrousMetals,,0.08
308,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,casingUnspecified,AlAndAlAlloys,,0.29
309,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,casingUnspecified,CuAndCuAlloys,,0.54
310,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,casingUnspecified,ferrousMetals,,0.12
311,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,casingUnspecified,glass,,0.14
312,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,casingUnspecified,otherMetalsAndMetalAlloys,,0.31
313,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,casingUnspecified,plastics,,0.47
314,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,casingUnspecified,undefinedAndMixedMaterials,,0.2
315,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,compressor,CuAndCuAlloys,,0.29
316,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,compressor,glass,,0.07
317,WEEE_2RM_mechRec2Smelter_other,,,otherFerrousAlloys,,WEEE_mechRec1_mechRec2,,compressor,otherFerrousAlloys,,0.23
318,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,compressor,otherOrUndefinedMaterials,,0.07
319,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,compressor,plastics,,0.31
320,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,compressor,steelAndSteelAlloys,,0.42
321,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,displayCRT,AlAndAlAlloys,,0.28
322,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,displayCRT,glass,,0.23
323,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,displayLCD,AlAndAlAlloys,,0.12
324,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,displayLCD,CuAndCuAlloys,,0.38
325,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,displayLCD,ferrousMetals,,0.35
326,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,displayLCD,glass,,0.39
327,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,displayLCD,plastics,,0.22
328,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,displayLCD,undefinedAndMixedMaterials,,0.4
329,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,displayOther,AlAndAlAlloys,,0.09
330,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,displayOther,CuAndCuAlloys,,0.43
331,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,displayOther,ferrousMetals,,0.15
332,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,displayOther,glass,,0.57
333,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,displayOther,otherMetalsAndMetalAlloys,,0.3
334,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,displayOther,plastics,,0.58
335,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,displayOther,undefinedAndMixedMaterials,,0.24
336,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,driveCDDInt,AlAndAlAlloys,,0.26
337,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,driveCDDInt,CuAndCuAlloys,,0.25
338,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,driveCDDInt,ferrousMetals,,0.5
339,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,driveCDDInt,otherMetalsAndMetalAlloys,,0.54
340,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,driveCDDInt,plastics,,0.06
341,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,driveCDDInt,undefinedAndMixedMaterials,,0.32
342,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,driveFDD,AlAndAlAlloys,,0.37
343,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,driveFDD,ferrousMetals,,0.47
344,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,driveHDD,AlAndAlAlloys,,0.34
345,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,driveHDD,CuAndCuAlloys,,0.53
346,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,driveHDD,ferrousMetals,,0.44
347,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,driveHDD,otherMetalsAndMetalAlloys,,0.17
348,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,driveHDD,plastics,,0.15
349,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,driveHDD,undefinedAndMixedMaterials,,0.05
350,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,driveUnspecified,CuAndCuAlloys,,0.2
351,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,driveUnspecified,ferrousMetals,,0.34
352,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,driveUnspecified,plastics,,0.07
353,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,driveUnspecified,undefinedAndMixedMaterials,,0.37
354,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,electricEngine,AlAndAlAlloys,,0.16
355,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,electricEngine,CuAndCuAlloys,,0.54
356,WEEE_2RM_mechRec2Smelter_other,,,carbon,,WEEE_mechRec1_mechRec2,,electricEngine,carbon,,0.47
357,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,electricEngine,ferrousMetals,,0.19
358,WEEE_2RM_mechRec2Smelter_other,,,otherOrganics,,WEEE_mechRec1_mechRec2,,electricEngine,otherOrganics,,0.59
359,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,electricEngine,plastics,,0.48
360,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,filterFoamBased,plastics,,0.59
361,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,gear,plastics,,0.49
362,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEairCondenser,CuAndCuAlloys,,0.09
363,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,,0.27
364,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEairCondenser,plastics,,0.49
365,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEairCondenser,steelAndSteelAlloys,,0.11
366,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,AlAndAlAlloys,,0.37
367,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,CuAndCuAlloys,,0.4
368,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,ferrousMetals,,0.11
369,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,otherMetalsAndMetalAlloys,,0.36
370,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,plastics,,0.19
371,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,steelAndSteelAlloys,,0.59
372,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEfan,undefinedAndMixedMaterials,,0.34
373,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,AlAndAlAlloys,,0.51
374,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,CuAndCuAlloys,,0.17
375,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,ferrousMetals,,0.52
376,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,otherMetalsAndMetalAlloys,,0.28
377,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,plastics,,0.25
378,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,heatingCoolingEEEheatSink,undefinedAndMixedMaterials,,0.38
379,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,inductor,CuAndCuAlloys,,0.53
380,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,inductor,ferrousMetals,,0.2
381,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,inductor,plastics,,0.28
382,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,keyboard,AlAndAlAlloys,,0.07
383,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,keyboard,CuAndCuAlloys,,0.07
384,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,keyboard,ferrousMetals,,0.18
385,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,keyboard,otherMetalsAndMetalAlloys,,0.5
386,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,keyboard,plastics,,0.11
387,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,keyboard,undefinedAndMixedMaterials,,0.18
388,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,knob,AlAndAlAlloys,,0.29
389,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,knob,ferrousMetals,,0.53
390,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,knob,plastics,,0.55
391,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,lenseAssembly,AlAndAlAlloys,,0.17
392,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,lenseAssembly,CuAndCuAlloys,,0.28
