,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info
170,WEEE_2RM_mechRec1Smelter_other,P*,compressor,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,compressor,M*,E*,0.52,1122,,
171,WEEE_2RM_mechRec1Smelter_other,P*,condensator,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,condensator,M*,E*,0.16,1122,,
172,WEEE_2RM_mechRec1Smelter_other,P*,contactor,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,contactor,M*,E*,0.59,1122,,
173,WEEE_2RM_mechRec1Smelter_other,P*,displayCRT,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,displayCRT,M*,E*,0.54,1122,,
174,WEEE_2RM_mechRec1Smelter_other,P*,displayLCD,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,displayLCD,M*,E*,0.2,1122,,
175,WEEE_2RM_mechRec1Smelter_other,P*,displayLCDunder100cm2,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,displayLCDunder100cm2,M*,E*,0.34,1122,,
176,WEEE_2RM_mechRec1Smelter_other,P*,displayOther,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,displayOther,M*,E*,0.53,1122,,
177,WEEE_2RM_mechRec1Smelter_other,P*,displayPlasma,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,displayPlasma,M*,E*,0.43,1122,,
178,WEEE_2RM_mechRec1Smelter_other,P*,driveCDDExt,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,driveCDDExt,M*,E*,0.05,1122,,
179,WEEE_2RM_mechRec1Smelter_other,P*,driveCDDInt,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,driveCDDInt,M*,E*,0.24,1122,,
180,WEEE_2RM_mechRec1Smelter_other,P*,driveFDD,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,driveFDD,M*,E*,0.08,1122,,
181,WEEE_2RM_mechRec1Smelter_other,P*,driveHDD,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,driveHDD,M*,E*,0.29,1122,,
182,WEEE_2RM_mechRec1Smelter_other,P*,driveUnspecified,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,driveUnspecified,M*,E*,0.48,1122,,
183,WEEE_2RM_mechRec1Smelter_other,P*,electricEngine,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,electricEngine,M*,E*,0.59,1122,,
184,WEEE_2RM_mechRec1Smelter_other,P*,filterFoamBased,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,filterFoamBased,M*,E*,0.32,1122,,
185,WEEE_2RM_mechRec1Smelter_other,P*,fuse,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,fuse,M*,E*,0.59,1122,,
186,WEEE_2RM_mechRec1Smelter_other,P*,gear,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,gear,M*,E*,0.2,1122,,
187,WEEE_2RM_mechRec1Smelter_other,P*,heatingCoolingEEEairCondenser,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,heatingCoolingEEEairCondenser,M*,E*,0.2,1122,,
188,WEEE_2RM_mechRec1Smelter_other,P*,heatingCoolingEEEfan,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,heatingCoolingEEEfan,M*,E*,0.09,1122,,
189,WEEE_2RM_mechRec1Smelter_other,P*,heatingCoolingEEEheatSink,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,heatingCoolingEEEheatSink,M*,E*,0.5,1122,,
190,WEEE_2RM_mechRec1Smelter_other,P*,inductor,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,inductor,M*,E*,0.14,1122,,
191,WEEE_2RM_mechRec1Smelter_other,P*,insulation,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,insulation,M*,E*,0.58,1122,,
192,WEEE_2RM_mechRec1Smelter_other,P*,keyboard,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,keyboard,M*,E*,0.37,1122,,
193,WEEE_2RM_mechRec1Smelter_other,P*,knob,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,knob,M*,E*,0.06,1122,,
194,WEEE_2RM_mechRec1Smelter_other,P*,lenseAssembly,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,lenseAssembly,M*,E*,0.44,1122,,
195,WEEE_2RM_mechRec1Smelter_other,P*,lighting,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,lighting,M*,E*,0.29,1122,,
196,WEEE_2RM_mechRec1Smelter_other,P*,lightingFlash,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,lightingFlash,M*,E*,0.09,1122,,
197,WEEE_2RM_mechRec1Smelter_other,P*,magnetPermanent,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,magnetPermanent,M*,E*,0.44,1122,,
198,WEEE_2RM_mechRec1Smelter_other,P*,magnetron,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,magnetron,M*,E*,0.14,1122,,
199,WEEE_2RM_mechRec1Smelter_other,P*,mainboardInclCPUgpu,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,mainboardInclCPUgpu,M*,E*,0.15,1122,,
200,WEEE_2RM_mechRec1Smelter_other,P*,non-electricCoil,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,non-electricCoil,M*,E*,0.46,1122,,
201,WEEE_2RM_mechRec1Smelter_other,P*,nonElectricCoil,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,nonElectricCoil,M*,E*,0.42,1122,,
202,WEEE_2RM_mechRec1Smelter_other,P*,onOffSwitch,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,onOffSwitch,M*,E*,0.23,1122,,
203,WEEE_2RM_mechRec1Smelter_other,P*,otherElectricCompUnspecified,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,otherElectricCompUnspecified,M*,E*,0.44,1122,,
204,WEEE_2RM_mechRec1Smelter_other,P*,otherNonElectricCompUnspecified,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,otherNonElectricCompUnspecified,M*,E*,0.13,1122,,
205,WEEE_2RM_mechRec1Smelter_other,P*,passiveJunctionBox,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,passiveJunctionBox,M*,E*,0.5,1122,,
206,WEEE_2RM_mechRec1Smelter_other,P*,plug,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,plug,M*,E*,0.52,1122,,
207,WEEE_2RM_mechRec1Smelter_other,P*,powerSupply,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,powerSupply,M*,E*,0.36,1122,,
208,WEEE_2RM_mechRec1Smelter_other,P*,printedCircuitBoard,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,printedCircuitBoard,M*,E*,0.33,1122,,
209,WEEE_2RM_mechRec1Smelter_other,P*,pump,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,pump,M*,E*,0.45,1122,,
210,WEEE_2RM_mechRec1Smelter_other,P*,refrigerant,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,refrigerant,M*,E*,0.22,1122,,
211,WEEE_2RM_mechRec1Smelter_other,P*,remoteControl,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,remoteControl,M*,E*,0.46,1122,,
212,WEEE_2RM_mechRec1Smelter_other,P*,resistor,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,resistor,M*,E*,0.59,1122,,
213,WEEE_2RM_mechRec1Smelter_other,P*,rotor,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,rotor,M*,E*,0.37,1122,,
214,WEEE_2RM_mechRec1Smelter_other,P*,screw,M*,E*,WEEE_categ_mechRec1,WEEE_Cat1,screw,M*,E*,0.49,1122,,
215,WEEE_2RM_mechRec1Smelter_other,P*,sensorUnspecified,M*,E*,WEEE_categ_mechRec1,WEEE_Cat6,sensorUnspecified,M*,E*,0.42,1122,,
216,WEEE_2RM_mechRec1Smelter_other,P*,shadowComponentWEEE,M*,E*,WEEE_categ_mechRec1,WEEE_Cat2,shadowComponentWEEE,M*,E*,0.42,1122,,
217,WEEE_2RM_mechRec1Smelter_other,P*,solenoidValve,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,solenoidValve,M*,E*,0.19,1122,,
218,WEEE_2RM_mechRec1Smelter_other,P*,speakerEEE2,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,speakerEEE2,M*,E*,0.45,1122,,
219,WEEE_2RM_mechRec1Smelter_other,P*,switch,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,switch,M*,E*,0.32,1122,,
220,WEEE_2RM_mechRec1Smelter_other,P*,tonerCartridge,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,tonerCartridge,M*,E*,0.19,1122,,
221,WEEE_2RM_mechRec1Smelter_other,P*,transformator,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4a,transformator,M*,E*,0.2,1122,,
222,WEEE_2RM_mechRec1Smelter_other,P*,transmission,M*,E*,WEEE_categ_mechRec1,WEEE_Cat5,transmission,M*,E*,0.43,1122,,
223,WEEE_2RM_mechRec1Smelter_other,P*,transmitter,M*,E*,WEEE_categ_mechRec1,WEEE_Cat4b,transmitter,M*,E*,0.43,1122,,
224,WEEE_2RM_mechRec1Smelter_other,P*,wheel,M*,E*,WEEE_categ_mechRec1,WEEE_Cat3,wheel,M*,E*,0.42,1122,,
225,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_categ_mechRec2,WEEE_Cat1,C*,AlAndAlAlloys,E*,0.49,1212,,
226,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_categ_mechRec2,WEEE_Cat6,C*,CuAndCuAlloys,E*,0.5,1212,,
227,WEEE_2RM_mechRec2Smelter_other,P*,C*,MaterialShadowWEEE,E*,WEEE_categ_mechRec2,WEEE_Cat2,C*,MaterialShadowWEEE,E*,0.52,1212,,
228,WEEE_2RM_mechRec2Smelter_other,P*,C*,aggregateBinderMixedMaterials,E*,WEEE_categ_mechRec2,WEEE_Cat4a,C*,aggregateBinderMixedMaterials,E*,0.56,1212,,
229,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_categ_mechRec2,WEEE_Cat5,C*,ferrousMetals,E*,0.32,1212,,
230,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_categ_mechRec2,WEEE_Cat4b,C*,glass,E*,0.23,1212,,
231,WEEE_2RM_mechRec2Smelter_other,P*,C*,glassAndCeramics,E*,WEEE_categ_mechRec2,WEEE_Cat3,C*,glassAndCeramics,E*,0.11,1212,,
232,WEEE_2RM_mechRec2Smelter_other,P*,C*,non-ferrousMetals,E*,WEEE_categ_mechRec2,WEEE_Cat1,C*,non-ferrousMetals,E*,0.54,1212,,
233,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_categ_mechRec2,WEEE_Cat6,C*,otherMetalsAndMetalAlloys,E*,0.08,1212,,
234,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMinerals,E*,WEEE_categ_mechRec2,WEEE_Cat2,C*,otherMinerals,E*,0.2,1212,,
235,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_categ_mechRec2,WEEE_Cat4a,C*,otherOrUndefinedMaterials,E*,0.49,1212,,
236,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrganics,E*,WEEE_categ_mechRec2,WEEE_Cat5,C*,otherOrganics,E*,0.33,1212,,
237,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_categ_mechRec2,WEEE_Cat4b,C*,plastics,E*,0.28,1212,,
238,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_categ_mechRec2,WEEE_Cat3,C*,undefinedAndMixedMaterials,E*,0.58,1212,,
239,WEEE_2RM_mechRec2Smelter_other,P*,C*,wood,E*,WEEE_categ_mechRec2,WEEE_Cat1,C*,wood,E*,0.09,1212,,
240,WEEE_2RM_mechRec2Smelter_other,P*,C*,plasticComposites,E*,WEEE_categ_mechRec2,WEEE_Cat6,C*,plasticComposites,E*,0.26,1212,,
241,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_categ_mechRec2,WEEE_Cat2,C*,steelAndSteelAlloys,E*,0.49,1212,,
242,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPA6GF30,E*,WEEE_categ_mechRec2,WEEE_Cat4a,C*,polymerPA6GF30,E*,0.5,1212,,
243,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPGF30,E*,WEEE_categ_mechRec2,WEEE_Cat5,C*,polymerPPGF30,E*,0.2,1212,,
244,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPTF30,E*,WEEE_categ_mechRec2,WEEE_Cat4b,C*,polymerPPTF30,E*,0.15,1212,,
245,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,AlAndAlAlloys,E*,0.53,1221,,
246,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,CuAndCuAlloys,E*,0.25,1221,,
247,WEEE_2RM_mechRec2Smelter_other,P*,C*,MaterialShadowWEEE,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,MaterialShadowWEEE,E*,0.52,1221,,
248,WEEE_2RM_mechRec2Smelter_other,P*,C*,aggregateBinderMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,aggregateBinderMixedMaterials,E*,0.11,1221,,
249,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,ferrousMetals,E*,0.06,1221,,
250,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,glass,E*,0.43,1221,,
251,WEEE_2RM_mechRec2Smelter_other,P*,C*,glassAndCeramics,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,glassAndCeramics,E*,0.08,1221,,
252,WEEE_2RM_mechRec2Smelter_other,P*,C*,non-ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,non-ferrousMetals,E*,0.13,1221,,
253,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,otherMetalsAndMetalAlloys,E*,0.27,1221,,
254,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMinerals,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,otherMinerals,E*,0.13,1221,,
255,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,otherOrUndefinedMaterials,E*,0.26,1221,,
256,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrganics,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,otherOrganics,E*,0.13,1221,,
257,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,plastics,E*,0.45,1221,,
258,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,undefinedAndMixedMaterials,E*,0.21,1221,,
259,WEEE_2RM_mechRec2Smelter_other,P*,C*,wood,E*,WEEE_mechRec1_mechRec2,P*,ComponentShadowWEEE,wood,E*,0.11,1221,,
260,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,ConductivitySensor,CuAndCuAlloys,E*,0.53,1221,,
261,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,ConductivitySensor,ferrousMetals,E*,0.2,1221,,
262,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,LidarSensor (&lt;15cm),AlAndAlAlloys,E*,0.09,1221,,
263,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,LidarSensor (&lt;15cm),CuAndCuAlloys,E*,0.14,1221,,
264,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,LidarSensor (&lt;15cm),ferrousMetals,E*,0.59,1221,,
265,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,LidarSensor (&lt;15cm),glass,E*,0.57,1221,,
266,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,LidarSensor (&lt;15cm),plastics,E*,0.47,1221,,
267,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,MagnetSensor,CuAndCuAlloys,E*,0.57,1221,,
268,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,MagnetSensor,ferrousMetals,E*,0.46,1221,,
269,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,MagnetSensor,plastics,E*,0.19,1221,,
270,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,PCBWEEECat,otherOrUndefinedMaterials,E*,0.58,1221,,
271,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,PCBunspecified,ferrousMetals,E*,0.14,1221,,
272,WEEE_2RM_mechRec2Smelter_other,P*,C*,plasticComposites,E*,WEEE_mechRec1_mechRec2,P*,PVBacksheet,plasticComposites,E*,0.56,1221,,
273,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,PVBacksheet,plastics,E*,0.45,1221,,
274,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,PVEncapsulationEVA,plastics,E*,0.35,1221,,
275,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,PVFrameAl,CuAndCuAlloys,E*,0.52,1221,,
276,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,PVSolarGlass,glass,E*,0.13,1221,,
277,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,PVcellSi,otherOrUndefinedMaterials,E*,0.31,1221,,
278,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,WEEEEvaporator,CuAndCuAlloys,E*,0.53,1221,,
279,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,WEEEEvaporator,steelAndSteelAlloys,E*,0.41,1221,,
280,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,brush,AlAndAlAlloys,E*,0.22,1221,,
281,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,brush,ferrousMetals,E*,0.28,1221,,
282,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,brush,plastics,E*,0.18,1221,,
283,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,cableUnspecified,AlAndAlAlloys,E*,0.58,1221,,
284,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,cableUnspecified,CuAndCuAlloys,E*,0.09,1221,,
285,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,cableUnspecified,ferrousMetals,E*,0.52,1221,,
286,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,cableUnspecified,plastics,E*,0.28,1221,,
287,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,cableWPlug,AlAndAlAlloys,E*,0.3,1221,,
288,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,cableWPlug,ferrousMetals,E*,0.48,1221,,
289,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,cableWPlug,plastics,E*,0.18,1221,,
290,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,cableWithConnector,CuAndCuAlloys,E*,0.56,1221,,
291,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,cables,otherOrUndefinedMaterials,E*,0.27,1221,,
292,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,cablewire,AlAndAlAlloys,E*,0.52,1221,,
293,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,cablewire,CuAndCuAlloys,E*,0.51,1221,,
294,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,cablewire,ferrousMetals,E*,0.56,1221,,
295,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,cablewire,plastics,E*,0.17,1221,,
296,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,capElectrolytic,CuAndCuAlloys,E*,0.46,1221,,
297,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,capElectrolytic,undefinedAndMixedMaterials,E*,0.08,1221,,
298,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,AlAndAlAlloys,E*,0.25,1221,,
299,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,CuAndCuAlloys,E*,0.35,1221,,
300,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,ferrousMetals,E*,0.13,1221,,
301,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrganics,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,otherOrganics,E*,0.13,1221,,
302,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,plastics,E*,0.44,1221,,
303,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPA6GF30,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,polymerPA6GF30,E*,0.56,1221,,
304,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPGF30,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,polymerPPGF30,E*,0.26,1221,,
305,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPTF30,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,polymerPPTF30,E*,0.08,1221,,
306,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,casingPlasticBased,undefinedAndMixedMaterials,E*,0.36,1221,,
307,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,casingSteelBased,ferrousMetals,E*,0.08,1221,,
308,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,AlAndAlAlloys,E*,0.29,1221,,
309,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,CuAndCuAlloys,E*,0.54,1221,,
310,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,ferrousMetals,E*,0.12,1221,,
311,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,glass,E*,0.14,1221,,
312,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,otherMetalsAndMetalAlloys,E*,0.31,1221,,
313,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,plastics,E*,0.47,1221,,
314,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,casingUnspecified,undefinedAndMixedMaterials,E*,0.2,1221,,
315,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,compressor,CuAndCuAlloys,E*,0.29,1221,,
316,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,compressor,glass,E*,0.07,1221,,
317,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherFerrousAlloys,E*,WEEE_mechRec1_mechRec2,P*,compressor,otherFerrousAlloys,E*,0.23,1221,,
318,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,compressor,otherOrUndefinedMaterials,E*,0.07,1221,,
319,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,compressor,plastics,E*,0.31,1221,,
320,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,compressor,steelAndSteelAlloys,E*,0.42,1221,,
321,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayCRT,AlAndAlAlloys,E*,0.28,1221,,
322,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,displayCRT,glass,E*,0.23,1221,,
323,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,AlAndAlAlloys,E*,0.12,1221,,
324,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,CuAndCuAlloys,E*,0.38,1221,,
325,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,ferrousMetals,E*,0.35,1221,,
326,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,glass,E*,0.39,1221,,
