level 0,level 1,level 2,level 3,level 4,description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,6xxxAlAlloy,AlAlloy6009,"Al alloy, AlSiMgMn (6009)",Al,Si,Mg,Mn,,,,,,,,,,,,,,,,
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,6xxxAlAlloy,AlAlloy6060,"Al alloy, AlMgSi0.5 (6060)",Al,Mg,Si,O,,,,,,,,,,,,,,,,
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,6xxxAlAlloy,AlAlloy6061,Al alloy (6061),Al,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,7xxxAlAlloy,AlAlloy7075,"Al alloy, AlZnCuMg (7075)",Al,Zn,Cu,Mg,,,,,,,,,,,,,,,,
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,8xxxAlAlloy,AlAlloy8001,Al alloy (8001),Al,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,AlAndAlAlloys,wroughtAlAlloys,8xxxAlAlloy,AlAlloy8090,Al alloy (8090),Al,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,cartridgeBrassC26000,,Cartridge Brass (C26000),,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn15,,"Cu alloy, CuZn15",Cu,Zn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn30,,"Cu alloy, CuZn30",Cu,Zn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn37,,"Cu alloy, CuZn37",Cu,Zn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn37Pb,,"Cu alloy, CuZn37Pb",Cu,Zn,Pb,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn38,,"Cu alloy, CuZn38",Cu,Zn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn40,,"Cu alloy, CuZn40",Cu,Zn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,CuZn40Pb,,"Cu alloy, CuZn40Pb",Cu,Zn,Pb,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,freeCuttingBrassC36000,,Free-Cutting Brass (C36000),,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,glidingCopperC21000,,"Cu alloy, gliding  (C21000)",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,brasses,muntzMetalC28000,,"Cu alloy, Muntz metal (C28000)",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,bronzes,bronze9010C22000,,"Cu alloy, Bronze, 90-10 (C22000)",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,bronzes,CuAl10Fe,,"Cu alloy, CuAl10Fe",Cu,Al,Fe,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,bronzes,CuAl10Ni,,"Cu alloy, CuAl10Ni",Cu,Al,Ni,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,bronzes,CuAl5,,"Cu alloy, CuAl5",Cu,Al,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,bronzes,CuAlloyBerilliumCopperC17000,,"Cu alloy, Beryllium Copper (C17000)",Cu,Be,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,highCuAlloys,,,,Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,chromiumCopperC18500,,"Cu alloy, Chromium Copper (C18500)",Cu,Cr,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuAgE,,"Cu alloy, CuAgE",Cu,Ag,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuBlister,,"Cu alloy, blister",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuCathode,,"Cu alloy, cathode",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuE,,"Cu alloy, Cu-E",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuNi10,,"Cu alloy, CuNi10",Cu,Ni,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuNi10Fe,,"Cu alloy, CuNi10Fe",Cu,Ni,Fe,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuNi18Zn,,"Cu alloy, CuNi18Zn",Cu,Ni,Zn,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuNi44Mn,,"Cu alloy, CuNi44Mn",Cu,Ni,Mn,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,Cupronickel30715,,"Cu alloy, Cupronickel 30 (715)",Cu,Ni,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSn10,,"Cu alloy, CuSn10",Cu,Sn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSn12,,"Cu alloy, CuSn12",Cu,Sn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSn5Zn5Pb5,,"Cu alloy, CuSn5Zn5Pb5",Cu,Sn,Zn,Pb,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSn6.7P,,"Cu alloy, CuSn6.7P",Cu,Sn,P,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSn8,,"Cu alloy, CuSn8",Cu,Sn,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuSulfate,,"Cu alloy, sulfate",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,CuTelluride,,"Cu alloy, telluride",Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,otherCuAlloys,electrolyticZoughPitchCopperC11000,,Electrolytic tough pitch Copper (C11000) ,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,CuAndCuAlloys,pureCu,CuConcentrate,,Cu concentrate ,Cu,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyAM100A,,,"Mg alloy, AM100A",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyAM503,,,"Mg alloy, AM503",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyAZ31B,,,"Mg alloy, AZ31B",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyAZ63,,,"Mg alloy, AZ63",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyAZ91E,,,"Mg alloy, AZ91E",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl3Zn,,,"Mg alloy, MgAl3Zn",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl6Zn,,,"Mg alloy, MgAl6Zn",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl6Zn3,,,"Mg alloy, MgAl6Zn3",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl8Zn1,,,"Mg alloy, MgAl8Zn1",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl9Zn1,,,"Mg alloy, MgAl9Zn1",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgAl9Zn2,,,"Mg alloy, MgAl9Zn2",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgMn1.5,,,"Mg alloy, MgMn1.5",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,MgAndMgAlloys,MgAlloyMgZn6Zr,,,"Mg alloy, MgZn6Zr",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,kovarAlloy,,,Kovar Alloy,Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyDuranik,,,"Ni alloy, Duranik",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyInvar,,,"Ni alloy, Invar",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyMumetal,,,"Ni alloy, Mumetal",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNi99.6,,,"Ni alloy, Ni 99.6",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiAg6518752,,,"Ni alloy, Ni-Ag 65-18 (752)",Ni,Ag,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiCr20Co18Ti,,,"Ni alloy, NiCr20Co18Ti",Ni,Cr,Co,Ti,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiCr20TiAl,,,"Ni alloy, NiCr20TiAl",Ni,Cr,Ti,Al,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiCr8020,,,"Ni alloy, NiCr 80 20",Ni,Cr,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiCu30Al,,,"Ni alloy, NiCu30Al",Ni,Cu,Al,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiCu30Fe,,,"Ni alloy, NiCu30Fe",Ni,Cu,Fe,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiFe5050,,,"Ni alloy, NiFe 50 50",Ni,Fe,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiMo30,,,"Ni alloy, NiMo30",Ni,Mo,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloyNiSpanC902,,,"Ni alloy, Ni span C902",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,NiAndNiAlloys,NiAlloySupermalloy,,,"Ni alloy, Supermalloy",Ni,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyBeryliumS200 ,,,"Alloy, Berylium S-200 ",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyBiodur,,,"Alloy, Biodur (cobalt-chromium-molybdenum alloy)",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyHaynes25,,,"Alloy, Haynes 25 (cobalt-nickel- chromium-tungsten alloy)",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyINCOLOY903,,,"Alloy, INCOLOY 903",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyINCONEL725Annealed,,,"Alloy, INCONEL 725 (Annealed)",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyINCONELColdRolled,,,"Alloy, INCONEL (Cold Rolled)",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,alloyInvar,,,"Alloy, Invar",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,CoAlloyUnspecified,,,"Cobalt alloy, unspecified",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,galliumArsenide,,,Gallium Arsenide,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,hafniumCarbide,,,Hafnium carbide,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,HfAlloyUnspecified,,,"Hafnium alloy, unspecified",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,lithiumBrine,,,Lithium brine,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,magnetAlloysNdFeB,,,Magnet alloys NdFeB,Nd,Fe,B,Pr,Dy,Al,Nb,,,,,,,,,,,,,
non-ferrousMetals,otherMetalsAndMetalAlloys,TaAlloyUnspecified,,,"Tantalum alloy, unspecified",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,PbAndPbAlloys,hard-lead3,,,,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,PbAndPbAlloys,otherPbAlloys,,,,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,fusibleSnAlloys,softSolderSnCu,,"Soft solder, Sn97Cu3",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,fusibleSnAlloys,solderBarSnAgCuForElectronicsIndustry,,"Solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,fusibleSnAlloys,solderBarSnPbForElectronicsIndustry,,"Solder, bar, Sn63Pb37, for electronics industry",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,fusibleSnAlloys,solderPasteSnAgCuForElectronicsIndustry,,"Solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,fusibleSnAlloys,solderPasteSnPbForElectronicsIndustry,,"Solder, paste, Sn63Pb37, for electronics industry",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,SnAndSnAlloys,pewter,,,,,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,TiAndTiAlloys,Ti6Al2Nb1Ta0.8Mo,,,"Ti alloy, Ti-6Al-2Nb-1Ta-0.8Mo",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,TiAndTiAlloys,TiAl5Sn2,,,"Ti alloy, TiAl5Sn2",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,TiAndTiAlloys,TiAl6V4,,,"Ti alloy, TiAl6V4",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,TiAndTiAlloys,TiV15SnCrAl3,,,"Ti alloy, TiV15SnCrAl3",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,WAlloyUnspecified,,,,"Tungsten alloy, unspecified",,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,ZnAndZnAlloys,ZnAlloyZamak3,,,"Zn alloy, Zamak3",Zn,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,ZnAndZnAlloys,ZnAlloyZamak5,,,"Zn alloy, Zamak5",Zn,,,,,,,,,,,,,,,,,,,
non-ferrousMetals,ZnAndZnAlloys,ZnAlloyZnAlCu,,,"Zn alloy, ZnAlCu",Zn,Al,,,,,,,,,,,,,,,,,,
non-ferrousMetals,ZnAndZnAlloys,ZnCuTi,,,"Zn alloy, ZnCuTi",Zn,Cu,Ti,,,,,,,,,,,,,,,,,
non-ferrousMetals,ZnAndZnAlloys,ZnSuperPlastic,,,Zn (super plastic),Zn,,,,,,,,,,,,,,,,,,,
organics,bitumen,,,,,,,,,,,,,,,,,,,,,,,,
organics,carbon,carbonFiberPrecursor,,,"Carbon fibre, Precursor",,,,,,,,,,,,,,,,,,,,
organics,carbon,diamondNatural,,,"Diamond, natural",,,,,,,,,,,,,,,,,,,,
organics,carbon,diamondPolycrystalline,,,"Diamond, polycrystalline",,,,,,,,,,,,,,,,,,,,
organics,carbon,diamondSynthetics,,,"Diamond, synthetics",,,,,,,,,,,,,,,,,,,,
organics,cardboard,,,,cardboard and carton,,,,,,,,,,,,,,,,,,,,
organics,fluid,,,,fluid from heat pump,,,,,,,,,,,,,,,,,,,,
organics,gas,,,,,,,,,,,,,,,,,,,,,,,,
organics,leather,,,,,,,,,,,,,,,,,,,,,,,,
organics,oil,oilCompressor,,,"Compressor oil: either after separation of (H)CFC from (H)CFC containing compressor oil ( quality: < 0.2% total halogen content), or  containing (H)CFC - to be forwarded to further separation or recovery/disposal (quality: > 0.2% total halogen content).",,,,,,,,,,,,,,,,,,,,
organics,oil,oilFrying,,,edible oil and fat separated from WEEE (e.g. fat out of fryers),,,,,,,,,,,,,,,,,,,,
organics,oil,oilHeatTransmission,,,heat transmission oils e.g. from oil radiators. May contain PCBs (quality: < or > 50 ppm PCB ).,,,,,,,,,,,,,,,,,,,,
organics,oil,otherOil,,,,,,,,,,,,,,,,,,,,,,,
organics,paper,,,,paper,,,,,,,,,,,,,,,,,,,,
organics,plastics,biodegradablePlastics,celluloseBased,polymerCA,Cellulose polymers (CA),,,,,,,,,,,,,,,,,,,,
organics,plastics,biodegradablePlastics,otherBiodegradablePlastics,,,,,,,,,,,,,,,,,,,,,,
organics,plastics,biodegradablePlastics,polylacticAcids,polymerPLA,"Polylactide, starch based biodegradeble plastic (PLA)",,,,,,,,,,,,,,,,,,,,
organics,plastics,biodegradablePlastics,starchBased,polymerTPS,Starch-based thermoplastics (TPS),,,,,,,,,,,,,,,,,,,,
organics,plastics,brominatedPlastics,,,,,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,otherElastomers,polymerTPE,Thermoplastic elastomers (TPE),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerBR,Butadien rubber (BR),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerCR,Polyhloroprene (Neoprene) rubber (CR),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerEPDM,ethylene propylene diene monomer rubber (EPDM),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerEVA,Ethylene vinyl acetate rubber (EVA),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerIR,Polyisoprene rubber (IR) ,,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerNBR,Acrylnitril butadien rubber (NBR),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerNR,Natural rubber (NR),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerSBR,Styrol butadien rubber (SBR),,,,,,,,,,,,,,,,,,,,
organics,plastics,elastomers,rubberBased,polymerSR,Silicone rubber (SR),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerIonomer,Ionomer,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPBT,Polybutylene terephthalate,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPC,Polycarbonate (PC),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPCA,"Alloy of PC and ABS, Acrylonitrile-butadiene-styrene + polycarbonate",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPCTFE,Polychlorotrifluoroethylene (PCTFE),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPEEK,Polyetheretherketone (PEEK),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPEI,Polyetherimide (PEI),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPES,Polysulfone (PES),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPMMA,Polymethylmethacrylat,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPOM,"Polyoxymethylene (POM), acetal ",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPOMPolyacetaal,"Polyoxymethyleen (POM), polyacetaal ",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPPE,Polyphenyl ether (PPE),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPPO,Polyphenylene oxide,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPPS,Polyphenylene sulfide (PPS),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPPSU,Polyphenylsulfone (PPSU),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPSU,Polysulfone (PSU),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerPVDF,Polyvinylidene fluoride (PVDF),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerSANCopolymer,Styrene-acrylonitrile copolymer (SAN),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,polymerSANResin,Styrene-acrylonitrile resin (SAN),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,otherThermoplastics,poylmerPVAC,Polyvinyl acetate (PVAC),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polmerPA11,"Polyamide (nylon), PA-11 (Nylon-11), bio-based polymer",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA,Polyamide (nylon) (PA),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA12,"Polyamide (nylon), PA-12 (Nylon-12)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA46,Polyamide PA46,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA6,"Polyamide (nylon), PA 6 (Nylon 6, Polyamide 6)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA66,"Polyamide (nylon), PA 66 (Nylon 66, Polyamide 6-6)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA66GF30,"Polyamide (nylon), PA 66 GF30",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA6GF30,"Polyamide (nylon), PA 6 GF30",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyamides,polymerPA6X,"Polyamide (nylon), PA 6 X",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyester,,,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyesters,polymerPET,Polyethylene terephthalate (PET),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyesters,polymerPETP,PETP,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyesters,polymerPolyesterResin,Polyester resin,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyesters,polymerPolyesterUnsaturated,Polyester (unsaturated),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyesters,polymerPTT,Polyltrimethylene terephthalate (PTT),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerHDPE,"Polyethylene, high density (HDPE)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerLDPE,"Polyethylene, low density (LDPE)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerLLDPE,"Polyethylene, linear low density (LLDPE)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerPB,Polybutylene (PB),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerPE,Polyethylene (PE),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerPE-UHMW,PE-UHMW,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerPP,Polypropylene (PP) ,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polyolefines,polymerPPGF30,"Polypropylene (PP), GF30",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,polymerABS,Acrylonitrile-butadiene styrene terpolymer (ABS),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,polymerGPPS,"Polystyrene, general purpose (GPPS)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,polymerHIPS,"Polystyrene, high impact (HIPS)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,polymerPCABS,Polycarbonate/acrylonitrile butadiene styrene blend (PC/ABS),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,polymerPS,Polystyrene (PS),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,polystyrenes,poylmerEPS,"Polystyrene, expandable (EPS)",,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,styrolpolymers,polymerPUR,Polyurethane (PUR),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,vinylchloridepolymers,polymerAPVC,Poly(vinyl chloride) (PVC) amorphous,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,vinylchloridepolymers,polymerPVC,Poly(vinyl chloride) (PVC),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermoplastics,vinylchloridepolymers,polymerPVCResin,Poly(vinyl chloride) (PVC) Resin,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,epoxy,polymerEpoxyResin,Epoxy resin,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,epoxy,otherEpoxy,,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,melamine,polymerMFResin,Melamine-formaldehyde resin (MF),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,melamine,otherMelamine,,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,otherThermosets,polymerPF,Phenol formaldehyde resin (PF),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,otherThermosets,polymerPhenolics,Phenolics (Bakelite),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,polyurethanes,,,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,silicone,,,,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,ureaFormaldehyde,polymerUF,Urea-formaldehyde resin (UF),,,,,,,,,,,,,,,,,,,,
organics,plastics,thermosets,ureaFormaldehydes,,,,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,americanAlaskaCedarWood,,"Wood, American Alaska Cedar",,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,americanedGumWood,,"Wood, American red Gum",,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,americanRedMapleWood,,"Wood, American Red Maple",,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,americanRedOakWood,,"Wood, American Red Oak",,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,americanRedwoodWood,,"Wood, American Redwood",,,,,,,,,,,,,,,,,,,,
organics,wood,naturalWood,whiteOakWood,,"Wood, White Oak",,,,,,,,,,,,,,,,,,,,
organics,wood,preservativeTreatedWood,,,,,,,,,,,,,,,,,,,,,,,
organics,wood,treatedWood,,,,,,,,,,,,,,,,,,,,,,,
