,info,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info
539,539,1,6,8,6,0,16,6,8,6,0,0.59,2111,thermal process,
539,539,1,6,8,22,0,16,6,8,22,0,0.59,2111,thermal process,
539,539,1,6,8,24,0,16,6,8,24,0,0.59,2111,thermal process,
539,539,1,6,8,4,0,16,6,8,4,0,0.59,2111,thermal process,
539,539,1,6,9,3,0,16,6,9,3,0,0.59,2111,thermal process,
539,539,1,6,9,10,0,16,6,9,10,0,0.59,2111,thermal process,
539,539,1,6,9,9,0,16,6,9,9,0,0.59,2111,thermal process,
539,539,1,6,9,8,0,16,6,9,8,0,0.59,2111,thermal process,
539,539,1,6,9,7,0,16,6,9,7,0,0.59,2111,thermal process,
539,539,1,6,9,6,0,16,6,9,6,0,0.59,2111,thermal process,
539,539,1,6,9,5,0,16,6,9,5,0,0.59,2111,thermal process,
539,539,1,6,9,4,0,16,6,9,4,0,0.59,2111,thermal process,
539,539,1,6,9,2,0,16,6,9,2,0,0.59,2111,thermal process,
539,539,1,6,8,25,0,16,6,8,25,0,0.59,2111,thermal process,
539,539,1,6,9,1,0,16,6,9,1,0,0.59,2111,thermal process,
539,539,1,6,9,0,0,16,6,9,0,0,0.59,2111,thermal process,
539,539,1,6,9,-1,0,16,6,9,-1,0,0.59,2111,thermal process,
539,539,1,6,8,29,0,16,6,8,29,0,0.59,2111,thermal process,
539,539,1,6,8,28,0,16,6,8,28,0,0.59,2111,thermal process,
539,539,1,6,8,27,0,16,6,8,27,0,0.59,2111,thermal process,
539,539,1,6,8,26,0,16,6,8,26,0,0.59,2111,thermal process,
539,539,1,6,8,5,0,16,6,8,5,0,0.59,2111,thermal process,
539,539,1,6,8,3,0,16,6,8,3,0,0.59,2111,thermal process,
539,539,1,6,6,27,0,16,6,6,27,0,0.59,2111,thermal process,
539,539,1,6,7,5,0,16,6,7,5,0,0.59,2111,thermal process,
539,539,1,6,7,12,0,16,6,7,12,0,0.59,2111,thermal process,
539,539,1,6,7,11,0,16,6,7,11,0,0.59,2111,thermal process,
539,539,1,6,7,10,0,16,6,7,10,0,0.59,2111,thermal process,
539,539,1,6,7,9,0,16,6,7,9,0,0.59,2111,thermal process,
539,539,1,6,7,8,0,16,6,7,8,0,0.59,2111,thermal process,
539,539,1,6,7,7,0,16,6,7,7,0,0.59,2111,thermal process,
539,539,1,6,7,6,0,16,6,7,6,0,0.59,2111,thermal process,
539,539,1,6,7,4,0,16,6,7,4,0,0.59,2111,thermal process,
539,539,1,6,7,14,0,16,6,7,14,0,0.59,2111,thermal process,
539,539,1,6,7,3,0,16,6,7,3,0,0.59,2111,thermal process,
539,539,1,6,7,2,0,16,6,7,2,0,0.59,2111,thermal process,
539,539,1,6,7,1,0,16,6,7,1,0,0.59,2111,thermal process,
539,539,1,6,7,0,0,16,6,7,0,0,0.59,2111,thermal process,
539,539,1,6,7,-1,0,16,6,7,-1,0,0.59,2111,thermal process,
539,539,1,6,6,29,0,16,6,6,29,0,0.59,2111,thermal process,
539,539,1,6,6,28,0,16,6,6,28,0,0.59,2111,thermal process,
539,539,1,6,7,13,0,16,6,7,13,0,0.59,2111,thermal process,
539,539,1,6,7,15,0,16,6,7,15,0,0.59,2111,thermal process,
539,539,1,6,8,2,0,16,6,8,2,0,0.59,2111,thermal process,
539,539,1,6,7,25,0,16,6,7,25,0,0.59,2111,thermal process,
539,539,1,6,8,1,0,16,6,8,1,0,0.59,2111,thermal process,
539,539,1,6,8,0,0,16,6,8,0,0,0.59,2111,thermal process,
539,539,1,6,8,-1,0,16,6,8,-1,0,0.59,2111,thermal process,
539,539,1,6,7,29,0,16,6,7,29,0,0.59,2111,thermal process,
539,539,1,6,7,28,0,16,6,7,28,0,0.59,2111,thermal process,
539,539,1,6,7,27,0,16,6,7,27,0,0.59,2111,thermal process,
539,539,1,6,7,26,0,16,6,7,26,0,0.59,2111,thermal process,
539,539,1,6,7,24,0,16,6,7,24,0,0.59,2111,thermal process,
539,539,1,6,7,16,0,16,6,7,16,0,0.59,2111,thermal process,
539,539,1,6,7,23,0,16,6,7,23,0,0.59,2111,thermal process,
539,539,1,6,7,22,0,16,6,7,22,0,0.59,2111,thermal process,
539,539,1,6,7,21,0,16,6,7,21,0,0.59,2111,thermal process,
539,539,1,6,7,20,0,16,6,7,20,0,0.59,2111,thermal process,
539,539,1,6,7,19,0,16,6,7,19,0,0.59,2111,thermal process,
539,539,1,6,7,18,0,16,6,7,18,0,0.59,2111,thermal process,
539,539,1,6,7,17,0,16,6,7,17,0,0.59,2111,thermal process,
539,539,1,6,4,8,0,16,6,4,8,0,0.59,2111,thermal process,
539,539,1,6,4,6,0,16,6,4,6,0,0.59,2111,thermal process,
539,539,1,6,19,22,0,16,6,19,22,0,0.59,2111,thermal process,
539,539,1,6,4,5,0,16,6,4,5,0,0.59,2111,thermal process,
539,539,1,6,0,28,0,16,6,0,28,0,0.59,2111,thermal process,
539,539,1,6,0,27,0,16,6,0,27,0,0.59,2111,thermal process,
539,539,1,6,0,26,0,16,6,0,26,0,0.59,2111,thermal process,
539,539,1,6,0,25,0,16,6,0,25,0,0.59,2111,thermal process,
539,539,1,6,0,24,0,16,6,0,24,0,0.59,2111,thermal process,
539,539,1,6,0,23,0,16,6,0,23,0,0.59,2111,thermal process,
539,539,1,6,0,22,0,16,6,0,22,0,0.59,2111,thermal process,
539,539,1,6,0,21,0,16,6,0,21,0,0.59,2111,thermal process,
539,539,1,6,0,20,0,16,6,0,20,0,0.59,2111,thermal process,
539,539,1,6,0,19,0,16,6,0,19,0,0.59,2111,thermal process,
539,539,1,6,0,18,0,16,6,0,18,0,0.59,2111,thermal process,
539,539,1,6,0,17,0,16,6,0,17,0,0.59,2111,thermal process,
539,539,1,6,0,16,0,16,6,0,16,0,0.59,2111,thermal process,
539,539,1,6,0,15,0,16,6,0,15,0,0.59,2111,thermal process,
539,539,1,6,0,14,0,16,6,0,14,0,0.59,2111,thermal process,
539,539,1,6,0,13,0,16,6,0,13,0,0.59,2111,thermal process,
539,539,1,6,0,12,0,16,6,0,12,0,0.59,2111,thermal process,
539,539,1,6,0,29,0,16,6,0,29,0,0.59,2111,thermal process,
539,539,1,6,1,-1,0,16,6,1,-1,0,0.59,2111,thermal process,
539,539,1,6,1,0,0,16,6,1,0,0,0.59,2111,thermal process,
539,539,1,6,1,10,0,16,6,1,10,0,0.59,2111,thermal process,
539,539,1,6,1,17,0,16,6,1,17,0,0.59,2111,thermal process,
539,539,1,6,1,16,0,16,6,1,16,0,0.59,2111,thermal process,
539,539,1,6,1,15,0,16,6,1,15,0,0.59,2111,thermal process,
539,539,1,6,1,14,0,16,6,1,14,0,0.59,2111,thermal process,
539,539,1,6,1,13,0,16,6,1,13,0,0.59,2111,thermal process,
539,539,1,6,1,12,0,16,6,1,12,0,0.59,2111,thermal process,
539,539,1,6,1,11,0,16,6,1,11,0,0.59,2111,thermal process,
539,539,1,6,1,9,0,16,6,1,9,0,0.59,2111,thermal process,
539,539,1,6,1,1,0,16,6,1,1,0,0.59,2111,thermal process,
539,539,1,6,1,8,0,16,6,1,8,0,0.59,2111,thermal process,
539,539,1,6,1,7,0,16,6,1,7,0,0.59,2111,thermal process,
539,539,1,6,1,6,0,16,6,1,6,0,0.59,2111,thermal process,
539,539,1,6,1,5,0,16,6,1,5,0,0.59,2111,thermal process,
539,539,1,6,1,4,0,16,6,1,4,0,0.59,2111,thermal process,
539,539,1,6,1,3,0,16,6,1,3,0,0.59,2111,thermal process,
539,539,1,6,1,2,0,16,6,1,2,0,0.59,2111,thermal process,
539,539,1,6,0,11,0,16,6,0,11,0,0.59,2111,thermal process,
539,539,1,6,0,10,0,16,6,0,10,0,0.59,2111,thermal process,
539,539,1,6,0,9,0,16,6,0,9,0,0.59,2111,thermal process,
539,539,1,6,-1,11,0,16,6,-1,11,0,0.59,2111,thermal process,
539,539,1,6,-1,18,0,16,6,-1,18,0,0.59,2111,thermal process,
539,539,1,6,-1,17,0,16,6,-1,17,0,0.59,2111,thermal process,
539,539,1,6,-1,16,0,16,6,-1,16,0,0.59,2111,thermal process,
539,539,1,6,-1,15,0,16,6,-1,15,0,0.59,2111,thermal process,
539,539,1,6,-1,14,0,16,6,-1,14,0,0.59,2111,thermal process,
539,539,1,6,-1,13,0,16,6,-1,13,0,0.59,2111,thermal process,
539,539,1,6,-1,12,0,16,6,-1,12,0,0.59,2111,thermal process,
539,539,1,6,-1,10,0,16,6,-1,10,0,0.59,2111,thermal process,
539,539,1,6,-1,20,0,16,6,-1,20,0,0.59,2111,thermal process,
539,539,1,6,-1,9,0,16,6,-1,9,0,0.59,2111,thermal process,
539,539,1,6,-1,8,0,16,6,-1,8,0,0.59,2111,thermal process,
539,539,1,6,-1,7,0,16,6,-1,7,0,0.59,2111,thermal process,
539,539,1,6,-1,6,0,16,6,-1,6,0,0.59,2111,thermal process,
539,539,1,6,-1,5,0,16,6,-1,5,0,0.59,2111,thermal process,
539,539,1,6,-1,4,0,16,6,-1,4,0,0.59,2111,thermal process,
539,539,1,6,-1,3,0,16,6,-1,3,0,0.59,2111,thermal process,
539,539,1,6,-1,19,0,16,6,-1,19,0,0.59,2111,thermal process,
539,539,1,6,-1,21,0,16,6,-1,21,0,0.59,2111,thermal process,
539,539,1,6,0,8,0,16,6,0,8,0,0.59,2111,thermal process,
539,539,1,6,0,0,0,16,6,0,0,0,0.59,2111,thermal process,
539,539,1,6,0,7,0,16,6,0,7,0,0.59,2111,thermal process,
539,539,1,6,0,6,0,16,6,0,6,0,0.59,2111,thermal process,
539,539,1,6,0,5,0,16,6,0,5,0,0.59,2111,thermal process,
539,539,1,6,0,4,0,16,6,0,4,0,0.59,2111,thermal process,
539,539,1,6,0,3,0,16,6,0,3,0,0.59,2111,thermal process,
539,539,1,6,0,2,0,16,6,0,2,0,0.59,2111,thermal process,
539,539,1,6,0,1,0,16,6,0,1,0,0.59,2111,thermal process,
539,539,1,6,0,-1,0,16,6,0,-1,0,0.59,2111,thermal process,
539,539,1,6,-1,22,0,16,6,-1,22,0,0.59,2111,thermal process,
539,539,1,6,-1,29,0,16,6,-1,29,0,0.59,2111,thermal process,
539,539,1,6,-1,28,0,16,6,-1,28,0,0.59,2111,thermal process,
539,539,1,6,-1,27,0,16,6,-1,27,0,0.59,2111,thermal process,
539,539,1,6,-1,26,0,16,6,-1,26,0,0.59,2111,thermal process,
539,539,1,6,-1,25,0,16,6,-1,25,0,0.59,2111,thermal process,
539,539,1,6,-1,24,0,16,6,-1,24,0,0.59,2111,thermal process,
539,539,1,6,-1,23,0,16,6,-1,23,0,0.59,2111,thermal process,
539,539,1,6,1,18,0,16,6,1,18,0,0.59,2111,thermal process,
539,539,1,6,1,19,0,16,6,1,19,0,0.59,2111,thermal process,
539,539,1,6,1,20,0,16,6,1,20,0,0.59,2111,thermal process,
539,539,1,6,3,8,0,16,6,3,8,0,0.59,2111,thermal process,
539,539,1,6,3,15,0,16,6,3,15,0,0.59,2111,thermal process,
539,539,1,6,3,14,0,16,6,3,14,0,0.59,2111,thermal process,
539,539,1,6,3,13,0,16,6,3,13,0,0.59,2111,thermal process,
539,539,1,6,3,12,0,16,6,3,12,0,0.59,2111,thermal process,
539,539,1,6,3,11,0,16,6,3,11,0,0.59,2111,thermal process,
539,539,1,6,3,10,0,16,6,3,10,0,0.59,2111,thermal process,
539,539,1,6,3,9,0,16,6,3,9,0,0.59,2111,thermal process,
539,539,1,6,3,7,0,16,6,3,7,0,0.59,2111,thermal process,
539,539,1,6,3,17,0,16,6,3,17,0,0.59,2111,thermal process,
539,539,1,6,3,6,0,16,6,3,6,0,0.59,2111,thermal process,
539,539,1,6,3,5,0,16,6,3,5,0,0.59,2111,thermal process,
539,539,1,6,3,4,0,16,6,3,4,0,0.59,2111,thermal process,
539,539,1,6,3,3,0,16,6,3,3,0,0.59,2111,thermal process,
539,539,1,6,3,2,0,16,6,3,2,0,0.59,2111,thermal process,
539,539,1,6,3,1,0,16,6,3,1,0,0.59,2111,thermal process,
539,539,1,6,3,0,0,16,6,3,0,0,0.59,2111,thermal process,
539,539,1,6,3,16,0,16,6,3,16,0,0.59,2111,thermal process,
539,539,1,6,3,18,0,16,6,3,18,0,0.59,2111,thermal process,
539,539,1,6,2,29,0,16,6,2,29,0,0.59,2111,thermal process,
539,539,1,6,3,28,0,16,6,3,28,0,0.59,2111,thermal process,
539,539,1,6,4,4,0,16,6,4,4,0,0.59,2111,thermal process,
539,539,1,6,4,3,0,16,6,4,3,0,0.59,2111,thermal process,
539,539,1,6,4,2,0,16,6,4,2,0,0.59,2111,thermal process,
539,539,1,6,4,1,0,16,6,4,1,0,0.59,2111,thermal process,
539,539,1,6,4,0,0,16,6,4,0,0,0.59,2111,thermal process,
539,539,1,6,4,-1,0,16,6,4,-1,0,0.59,2111,thermal process,
539,539,1,6,3,29,0,16,6,3,29,0,0.59,2111,thermal process,
539,539,1,6,3,27,0,16,6,3,27,0,0.59,2111,thermal process,
539,539,1,6,3,19,0,16,6,3,19,0,0.59,2111,thermal process,
539,539,1,6,3,26,0,16,6,3,26,0,0.59,2111,thermal process,
539,539,1,6,3,25,0,16,6,3,25,0,0.59,2111,thermal process,
539,539,1,6,3,24,0,16,6,3,24,0,0.59,2111,thermal process,
539,539,1,6,3,23,0,16,6,3,23,0,0.59,2111,thermal process,
539,539,1,6,3,22,0,16,6,3,22,0,0.59,2111,thermal process,
539,539,1,6,3,21,0,16,6,3,21,0,0.59,2111,thermal process,
539,539,1,6,3,20,0,16,6,3,20,0,0.59,2111,thermal process,
539,539,1,6,3,-1,0,16,6,3,-1,0,0.59,2111,thermal process,
539,539,1,6,2,28,0,16,6,2,28,0,0.59,2111,thermal process,
539,539,1,6,1,21,0,16,6,1,21,0,0.59,2111,thermal process,
539,539,1,6,2,-1,0,16,6,2,-1,0,0.59,2111,thermal process,
539,539,1,6,2,6,0,16,6,2,6,0,0.59,2111,thermal process,
539,539,1,6,2,5,0,16,6,2,5,0,0.59,2111,thermal process,
539,539,1,6,2,4,0,16,6,2,4,0,0.59,2111,thermal process,
539,539,1,6,2,3,0,16,6,2,3,0,0.59,2111,thermal process,
539,539,1,6,2,2,0,16,6,2,2,0,0.59,2111,thermal process,
539,539,1,6,2,1,0,16,6,2,1,0,0.59,2111,thermal process,
539,539,1,6,2,0,0,16,6,2,0,0,0.59,2111,thermal process,
539,539,1,6,1,29,0,16,6,1,29,0,0.59,2111,thermal process,
539,539,1,6,2,8,0,16,6,2,8,0,0.59,2111,thermal process,
539,539,1,6,1,28,0,16,6,1,28,0,0.59,2111,thermal process,
539,539,1,6,1,27,0,16,6,1,27,0,0.59,2111,thermal process,
539,539,1,6,1,26,0,16,6,1,26,0,0.59,2111,thermal process,
539,539,1,6,1,25,0,16,6,1,25,0,0.59,2111,thermal process,
539,539,1,6,1,24,0,16,6,1,24,0,0.59,2111,thermal process,
539,539,1,6,1,23,0,16,6,1,23,0,0.59,2111,thermal process,
539,539,1,6,1,22,0,16,6,1,22,0,0.59,2111,thermal process,
539,539,1,6,2,7,0,16,6,2,7,0,0.59,2111,thermal process,
539,539,1,6,2,9,0,16,6,2,9,0,0.59,2111,thermal process,
539,539,1,6,2,27,0,16,6,2,27,0,0.59,2111,thermal process,
539,539,1,6,2,19,0,16,6,2,19,0,0.59,2111,thermal process,
539,539,1,6,2,26,0,16,6,2,26,0,0.59,2111,thermal process,
539,539,1,6,2,25,0,16,6,2,25,0,0.59,2111,thermal process,
539,539,1,6,2,24,0,16,6,2,24,0,0.59,2111,thermal process,
539,539,1,6,2,23,0,16,6,2,23,0,0.59,2111,thermal process,
539,539,1,6,2,22,0,16,6,2,22,0,0.59,2111,thermal process,
539,539,1,6,2,21,0,16,6,2,21,0,0.59,2111,thermal process,
539,539,1,6,2,20,0,16,6,2,20,0,0.59,2111,thermal process,
539,539,1,6,2,18,0,16,6,2,18,0,0.59,2111,thermal process,
539,539,1,6,2,10,0,16,6,2,10,0,0.59,2111,thermal process,
539,539,1,6,2,17,0,16,6,2,17,0,0.59,2111,thermal process,
539,539,1,6,2,16,0,16,6,2,16,0,0.59,2111,thermal process,
539,539,1,6,2,15,0,16,6,2,15,0,0.59,2111,thermal process,
539,539,1,6,2,14,0,16,6,2,14,0,0.59,2111,thermal process,
539,539,1,6,2,13,0,16,6,2,13,0,0.59,2111,thermal process,
539,539,1,6,2,12,0,16,6,2,12,0,0.59,2111,thermal process,
539,539,1,6,2,11,0,16,6,2,11,0,0.59,2111,thermal process,
539,539,1,6,9,11,0,16,6,9,11,0,0.59,2111,thermal process,
539,539,1,6,9,12,0,16,6,9,12,0,0.59,2111,thermal process,
539,539,1,6,9,13,0,16,6,9,13,0,0.59,2111,thermal process,
539,539,1,6,9,14,0,16,6,9,14,0,0.59,2111,thermal process,
539,539,1,6,16,14,0,16,6,16,14,0,0.59,2111,thermal process,
539,539,1,6,16,13,0,16,6,16,13,0,0.59,2111,thermal process,
539,539,1,6,16,12,0,16,6,16,12,0,0.59,2111,thermal process,
539,539,1,6,16,11,0,16,6,16,11,0,0.59,2111,thermal process,
539,539,1,6,16,10,0,16,6,16,10,0,0.59,2111,thermal process,
539,539,1,6,16,9,0,16,6,16,9,0,0.59,2111,thermal process,
539,539,1,6,16,8,0,16,6,16,8,0,0.59,2111,thermal process,
539,539,1,6,16,7,0,16,6,16,7,0,0.59,2111,thermal process,
539,539,1,6,16,6,0,16,6,16,6,0,0.59,2111,thermal process,
539,539,1,6,16,5,0,16,6,16,5,0,0.59,2111,thermal process,
539,539,1,6,16,4,0,16,6,16,4,0,0.59,2111,thermal process,
539,539,1,6,16,3,0,16,6,16,3,0,0.59,2111,thermal process,
539,539,1,6,16,2,0,16,6,16,2,0,0.59,2111,thermal process,
539,539,1,6,16,1,0,16,6,16,1,0,0.59,2111,thermal process,
539,539,1,6,16,0,0,16,6,16,0,0,0.59,2111,thermal process,
539,539,1,6,16,-1,0,16,6,16,-1,0,0.59,2111,thermal process,
539,539,1,6,15,29,0,16,6,15,29,0,0.59,2111,thermal process,
539,539,1,6,16,15,0,16,6,16,15,0,0.59,2111,thermal process,
539,539,1,6,16,16,0,16,6,16,16,0,0.59,2111,thermal process,
539,539,1,6,16,17,0,16,6,16,17,0,0.59,2111,thermal process,
539,539,1,6,16,27,0,16,6,16,27,0,0.59,2111,thermal process,
539,539,1,6,17,3,0,16,6,17,3,0,0.59,2111,thermal process,
539,539,1,6,17,2,0,16,6,17,2,0,0.59,2111,thermal process,
539,539,1,6,17,1,0,16,6,17,1,0,0.59,2111,thermal process,
539,539,1,6,17,0,0,16,6,17,0,0,0.59,2111,thermal process,
539,539,1,6,17,-1,0,16,6,17,-1,0,0.59,2111,thermal process,
539,539,1,6,16,29,0,16,6,16,29,0,0.59,2111,thermal process,
539,539,1,6,16,28,0,16,6,16,28,0,0.59,2111,thermal process,
539,539,1,6,16,26,0,16,6,16,26,0,0.59,2111,thermal process,
539,539,1,6,16,18,0,16,6,16,18,0,0.59,2111,thermal process,
539,539,1,6,16,25,0,16,6,16,25,0,0.59,2111,thermal process,
539,539,1,6,16,24,0,16,6,16,24,0,0.59,2111,thermal process,
539,539,1,6,16,23,0,16,6,16,23,0,0.59,2111,thermal process,
539,539,1,6,16,22,0,16,6,16,22,0,0.59,2111,thermal process,
539,539,1,6,16,21,0,16,6,16,21,0,0.59,2111,thermal process,
539,539,1,6,16,20,0,16,6,16,20,0,0.59,2111,thermal process,
539,539,1,6,16,19,0,16,6,16,19,0,0.59,2111,thermal process,
539,539,1,6,15,28,0,16,6,15,28,0,0.59,2111,thermal process,
539,539,1,6,15,27,0,16,6,15,27,0,0.59,2111,thermal process,
539,539,1,6,15,26,0,16,6,15,26,0,0.59,2111,thermal process,
539,539,1,6,14,28,0,16,6,14,28,0,0.59,2111,thermal process,
539,539,1,6,15,4,0,16,6,15,4,0,0.59,2111,thermal process,
539,539,1,6,15,3,0,16,6,15,3,0,0.59,2111,thermal process,
539,539,1,6,15,2,0,16,6,15,2,0,0.59,2111,thermal process,
539,539,1,6,15,1,0,16,6,15,1,0,0.59,2111,thermal process,
539,539,1,6,15,0,0,16,6,15,0,0,0.59,2111,thermal process,
539,539,1,6,15,-1,0,16,6,15,-1,0,0.59,2111,thermal process,
539,539,1,6,14,29,0,16,6,14,29,0,0.59,2111,thermal process,
539,539,1,6,14,27,0,16,6,14,27,0,0.59,2111,thermal process,
539,539,1,6,15,6,0,16,6,15,6,0,0.59,2111,thermal process,
539,539,1,6,14,26,0,16,6,14,26,0,0.59,2111,thermal process,
539,539,1,6,14,25,0,16,6,14,25,0,0.59,2111,thermal process,
539,539,1,6,14,24,0,16,6,14,24,0,0.59,2111,thermal process,
539,539,1,6,14,23,0,16,6,14,23,0,0.59,2111,thermal process,
539,539,1,6,14,22,0,16,6,14,22,0,0.59,2111,thermal process,
539,539,1,6,14,21,0,16,6,14,21,0,0.59,2111,thermal process,
539,539,1,6,14,20,0,16,6,14,20,0,0.59,2111,thermal process,
539,539,1,6,15,5,0,16,6,15,5,0,0.59,2111,thermal process,
539,539,1,6,15,7,0,16,6,15,7,0,0.59,2111,thermal process,
539,539,1,6,15,25,0,16,6,15,25,0,0.59,2111,thermal process,
539,539,1,6,15,17,0,16,6,15,17,0,0.59,2111,thermal process,
539,539,1,6,15,24,0,16,6,15,24,0,0.59,2111,thermal process,
539,539,1,6,15,23,0,16,6,15,23,0,0.59,2111,thermal process,
539,539,1,6,15,22,0,16,6,15,22,0,0.59,2111,thermal process,
539,539,1,6,15,21,0,16,6,15,21,0,0.59,2111,thermal process,
539,539,1,6,15,20,0,16,6,15,20,0,0.59,2111,thermal process,
539,539,1,6,15,19,0,16,6,15,19,0,0.59,2111,thermal process,
539,539,1,6,15,18,0,16,6,15,18,0,0.59,2111,thermal process,
539,539,1,6,15,16,0,16,6,15,16,0,0.59,2111,thermal process,
539,539,1,6,15,8,0,16,6,15,8,0,0.59,2111,thermal process,
539,539,1,6,15,15,0,16,6,15,15,0,0.59,2111,thermal process,
539,539,1,6,15,14,0,16,6,15,14,0,0.59,2111,thermal process,
539,539,1,6,15,13,0,16,6,15,13,0,0.59,2111,thermal process,
539,539,1,6,15,12,0,16,6,15,12,0,0.59,2111,thermal process,
539,539,1,6,15,11,0,16,6,15,11,0,0.59,2111,thermal process,
539,539,1,6,15,10,0,16,6,15,10,0,0.59,2111,thermal process,
539,539,1,6,15,9,0,16,6,15,9,0,0.59,2111,thermal process,
539,539,1,6,17,4,0,16,6,17,4,0,0.59,2111,thermal process,
539,539,1,6,17,5,0,16,6,17,5,0,0.59,2111,thermal process,
539,539,1,6,17,6,0,16,6,17,6,0,0.59,2111,thermal process,
539,539,1,6,18,25,0,16,6,18,25,0,0.59,2111,thermal process,
539,539,1,6,19,1,0,16,6,19,1,0,0.59,2111,thermal process,
539,539,1,6,19,0,0,16,6,19,0,0,0.59,2111,thermal process,
539,539,1,6,19,-1,0,16,6,19,-1,0,0.59,2111,thermal process,
539,539,1,6,18,29,0,16,6,18,29,0,0.59,2111,thermal process,
539,539,1,6,18,28,0,16,6,18,28,0,0.59,2111,thermal process,
539,539,1,6,18,27,0,16,6,18,27,0,0.59,2111,thermal process,
539,539,1,6,18,26,0,16,6,18,26,0,0.59,2111,thermal process,
539,539,1,6,18,24,0,16,6,18,24,0,0.59,2111,thermal process,
539,539,1,6,19,3,0,16,6,19,3,0,0.59,2111,thermal process,
539,539,1,6,18,23,0,16,6,18,23,0,0.59,2111,thermal process,
539,539,1,6,18,22,0,16,6,18,22,0,0.59,2111,thermal process,
539,539,1,6,18,21,0,16,6,18,21,0,0.59,2111,thermal process,
539,539,1,6,18,20,0,16,6,18,20,0,0.59,2111,thermal process,
539,539,1,6,18,19,0,16,6,18,19,0,0.59,2111,thermal process,
539,539,1,6,18,18,0,16,6,18,18,0,0.59,2111,thermal process,
539,539,1,6,18,17,0,16,6,18,17,0,0.59,2111,thermal process,
539,539,1,6,19,2,0,16,6,19,2,0,0.59,2111,thermal process,
539,539,1,6,19,4,0,16,6,19,4,0,0.59,2111,thermal process,
539,539,1,6,18,15,0,16,6,18,15,0,0.59,2111,thermal process,
539,539,1,6,19,14,0,16,6,19,14,0,0.59,2111,thermal process,
539,539,1,6,19,21,0,16,6,19,21,0,0.59,2111,thermal process,
539,539,1,6,19,20,0,16,6,19,20,0,0.59,2111,thermal process,
539,539,1,6,19,19,0,16,6,19,19,0,0.59,2111,thermal process,
539,539,1,6,19,18,0,16,6,19,18,0,0.59,2111,thermal process,
539,539,1,6,19,17,0,16,6,19,17,0,0.59,2111,thermal process,
539,539,1,6,19,16,0,16,6,19,16,0,0.59,2111,thermal process,
539,539,1,6,19,15,0,16,6,19,15,0,0.59,2111,thermal process,
539,539,1,6,19,13,0,16,6,19,13,0,0.59,2111,thermal process,
539,539,1,6,19,5,0,16,6,19,5,0,0.59,2111,thermal process,
539,539,1,6,19,12,0,16,6,19,12,0,0.59,2111,thermal process,
539,539,1,6,19,11,0,16,6,19,11,0,0.59,2111,thermal process,
539,539,1,6,19,10,0,16,6,19,10,0,0.59,2111,thermal process,
539,539,1,6,19,9,0,16,6,19,9,0,0.59,2111,thermal process,
539,539,1,6,19,8,0,16,6,19,8,0,0.59,2111,thermal process,
539,539,1,6,19,7,0,16,6,19,7,0,0.59,2111,thermal process,
539,539,1,6,19,6,0,16,6,19,6,0,0.59,2111,thermal process,
539,539,1,6,18,16,0,16,6,18,16,0,0.59,2111,thermal process,
539,539,1,6,18,14,0,16,6,18,14,0,0.59,2111,thermal process,
539,539,1,6,17,7,0,16,6,17,7,0,0.59,2111,thermal process,
539,539,1,6,17,16,0,16,6,17,16,0,0.59,2111,thermal process,
539,539,1,6,17,23,0,16,6,17,23,0,0.59,2111,thermal process,
539,539,1,6,17,22,0,16,6,17,22,0,0.59,2111,thermal process,
539,539,1,6,17,21,0,16,6,17,21,0,0.59,2111,thermal process,
539,539,1,6,17,20,0,16,6,17,20,0,0.59,2111,thermal process,
539,539,1,6,17,19,0,16,6,17,19,0,0.59,2111,thermal process,
539,539,1,6,17,18,0,16,6,17,18,0,0.59,2111,thermal process,
539,539,1,6,17,17,0,16,6,17,17,0,0.59,2111,thermal process,
539,539,1,6,17,15,0,16,6,17,15,0,0.59,2111,thermal process,
539,539,1,6,17,25,0,16,6,17,25,0,0.59,2111,thermal process,
539,539,1,6,17,14,0,16,6,17,14,0,0.59,2111,thermal process,
539,539,1,6,17,13,0,16,6,17,13,0,0.59,2111,thermal process,
539,539,1,6,17,12,0,16,6,17,12,0,0.59,2111,thermal process,
539,539,1,6,17,11,0,16,6,17,11,0,0.59,2111,thermal process,
539,539,1,6,17,10,0,16,6,17,10,0,0.59,2111,thermal process,
539,539,1,6,17,9,0,16,6,17,9,0,0.59,2111,thermal process,
539,539,1,6,17,8,0,16,6,17,8,0,0.59,2111,thermal process,
539,539,1,6,17,24,0,16,6,17,24,0,0.59,2111,thermal process,
539,539,1,6,17,26,0,16,6,17,26,0,0.59,2111,thermal process,
539,539,1,6,18,13,0,16,6,18,13,0,0.59,2111,thermal process,
539,539,1,6,18,5,0,16,6,18,5,0,0.59,2111,thermal process,
539,539,1,6,18,12,0,16,6,18,12,0,0.59,2111,thermal process,
539,539,1,6,18,11,0,16,6,18,11,0,0.59,2111,thermal process,
539,539,1,6,18,10,0,16,6,18,10,0,0.59,2111,thermal process,
539,539,1,6,18,9,0,16,6,18,9,0,0.59,2111,thermal process,
539,539,1,6,18,8,0,16,6,18,8,0,0.59,2111,thermal process,
539,539,1,6,18,7,0,16,6,18,7,0,0.59,2111,thermal process,
539,539,1,6,18,6,0,16,6,18,6,0,0.59,2111,thermal process,
