input_flow,input_layer,input_layer_key,input_sub_layer,input_sub_layer_key,output_flow,output_layer,output_target_key,process,technology,value
WEEE_categ_mechRec1,product,WEEE_Cat4a,,,WEEE_2RM_mechRec1Smelter_other,component,refrigerant,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat5,,,WEEE_2RM_mechRec1Smelter_other,component,remoteControl,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat4b,,,WEEE_2RM_mechRec1Smelter_other,component,resistor,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat3,,,WEEE_2RM_mechRec1Smelter_other,component,rotor,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat1,,,WEEE_2RM_mechRec1Smelter_other,component,screw,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat6,,,WEEE_2RM_mechRec1Smelter_other,component,sensorUnspecified,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat2,,,WEEE_2RM_mechRec1Smelter_other,component,shadowComponentWEEE,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat4a,,,WEEE_2RM_mechRec1Smelter_other,component,solenoidValve,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat5,,,WEEE_2RM_mechRec1Smelter_other,component,speakerEEE2,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat4b,,,WEEE_2RM_mechRec1Smelter_other,component,switch,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat3,,,WEEE_2RM_mechRec1Smelter_other,component,tonerCartridge,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat4a,,,WEEE_2RM_mechRec1Smelter_other,component,transformator,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat5,,,WEEE_2RM_mechRec1Smelter_other,component,transmission,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat4b,,,WEEE_2RM_mechRec1Smelter_other,component,transmitter,dismantling,,
WEEE_categ_mechRec1,product,WEEE_Cat3,,,WEEE_2RM_mechRec1Smelter_other,component,wheel,dismantling,,
WEEE_categ_mechRec2,product,WEEE_Cat1,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat6,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat2,,,WEEE_2RM_mechRec2Smelter_other,material,MaterialShadowWEEE,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4a,,,WEEE_2RM_mechRec2Smelter_other,material,aggregateBinderMixedMaterials,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat5,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4b,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat3,,,WEEE_2RM_mechRec2Smelter_other,material,glassAndCeramics,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat1,,,WEEE_2RM_mechRec2Smelter_other,material,non-ferrousMetals,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat6,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat2,,,WEEE_2RM_mechRec2Smelter_other,material,otherMinerals,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4a,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat5,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrganics,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4b,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat3,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat1,,,WEEE_2RM_mechRec2Smelter_other,material,wood,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat6,,,WEEE_2RM_mechRec2Smelter_other,material,plasticComposites,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat2,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4a,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPA6GF30,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat5,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPGF30,shredding,,
WEEE_categ_mechRec2,product,WEEE_Cat4b,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPTF30,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,MaterialShadowWEEE,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,aggregateBinderMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,glassAndCeramics,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,non-ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherMinerals,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrganics,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,wood,shredding,,
WEEE_mechRec1_mechRec2,component,ConductivitySensor,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,ConductivitySensor,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,MagnetSensor,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,MagnetSensor,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,MagnetSensor,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,PCBWEEECat,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,PCBunspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,PVBacksheet,,,WEEE_2RM_mechRec2Smelter_other,material,plasticComposites,shredding,,
WEEE_mechRec1_mechRec2,component,PVBacksheet,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,PVEncapsulationEVA,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,PVFrameAl,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,PVSolarGlass,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,PVcellSi,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,WEEEEvaporator,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,WEEEEvaporator,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,brush,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,brush,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,brush,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,cableUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cableUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cableUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,cableUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,cableWPlug,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cableWPlug,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,cableWPlug,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,cableWithConnector,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cables,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,cablewire,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cablewire,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,cablewire,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,cablewire,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,capElectrolytic,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,capElectrolytic,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrganics,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPA6GF30,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPGF30,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPTF30,shredding,,
WEEE_mechRec1_mechRec2,component,casingPlasticBased,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,casingSteelBased,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,casingUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,otherFerrousAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,compressor,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayCRT,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayCRT,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,displayLCD,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,displayOther,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,driveCDDInt,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,driveFDD,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveFDD,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,driveHDD,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,driveUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,driveUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,driveUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,driveUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,carbon,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrganics,shredding,,
WEEE_mechRec1_mechRec2,component,electricEngine,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,filterFoamBased,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,gear,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEairCondenser,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEairCondenser,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEairCondenser,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEairCondenser,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,inductor,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,inductor,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,inductor,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,keyboard,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,knob,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,knob,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,knob,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,lenseAssembly,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,lightingFlash,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,magnetPermanent,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,non-electricCoil,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,non-electricCoil,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,non-electricCoil,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,onOffSwitch,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,onOffSwitch,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
