index,scenario,year,region,flow,product,component,material,element,parameterCode,data,unit,DQS,new_data
425,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,otherMetalsAndMetalAlloys,Al,e-m,0.281554420992323,%,3,0.63243287724062
426,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,otherMetalsAndMetalAlloys,Dy,e-m,0.451560824371345,%,2,0.135551218967548
427,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,otherMetalsAndMetalAlloys,,m-c,0.317645205979708,%,2,0.305392042408263
428,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,plastics,Ag,e-m,0.50932535715427,%,1,1
429,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,plastics,,m-c,0.489242869016281,%,2,0.354407682781976
430,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,undefinedAndMixedMaterials,Ag,e-m,0.405640923180119,%,3,1
431,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayOther,undefinedAndMixedMaterials,,m-c,0.26638664765589,%,2,0.0462663849956837
432,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,displayPlasma,,,c-p,0.550776515268756,%,3,0.0086880742884495
433,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDExt,,,c-p,0.515493198904347,%,3,0.0116600231799388
434,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Ag,e-m,0.186911908892462,%,2,0.0512616098219756
435,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,As,e-m,0.555534506481395,%,3,0.0257318608081797
436,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Cu,e-m,0.0340554523304598,%,1,0.0663890492200756
437,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Ga,e-m,0.107733870285464,%,2,0.062698877751733
438,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Mn,e-m,0.211318380346323,%,3,0.0738662427318265
439,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Mo,e-m,0.0221587146215239,%,3,0.52632277669382
440,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,Sm,e-m,0.0299735330141301,%,3,0.19372958297239
441,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,,m-c,0.433364350611835,%,3,0.317350845670684
442,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,CuAndCuAlloys,Ag,e-m,0.264841008955877,%,3,0.288239737201877
443,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,CuAndCuAlloys,Dy,e-m,0.173647806367138,%,1,0.579039188743444
444,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,CuAndCuAlloys,Zr,e-m,0.207328767957467,%,2,0.132721074054678
445,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,CuAndCuAlloys,,m-c,0.152759627698434,%,2,0.0181624650401425
446,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,Ag,e-m,0.505759578889085,%,3,0.0022280991930692
447,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,Cu,e-m,0.501595799275054,%,3,0.101229809295737
448,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,Ga,e-m,0.553039557048116,%,1,0.191079830387097
449,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,Mo,e-m,0.260987473306587,%,3,0.406906878293472
450,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,O,e-m,0.465006808675811,%,3,0.178315187219511
451,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,Sm,e-m,0.208182900281201,%,1,0.120240195611114
452,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,,m-c,0.543159678565695,%,2,0.339974083760513
453,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,,,c-p,0.34199717156349,%,2,0.0130116440372458
454,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,otherMetalsAndMetalAlloys,Ag,e-m,0.0115285713998889,%,1,0.738698150351233
455,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,otherMetalsAndMetalAlloys,Al,e-m,0.101204360990627,%,3,0.245517079144186
456,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,otherMetalsAndMetalAlloys,Dy,e-m,0.259064312849493,%,2,0.0157847705045817
457,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,otherMetalsAndMetalAlloys,,m-c,0.261788770328037,%,1,0.0639794698700755
458,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,plastics,Ag,e-m,0.54115049134475,%,2,1
459,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,plastics,,m-c,0.166975430108487,%,2,0.225217135197092
460,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,undefinedAndMixedMaterials,Ag,e-m,0.219272489533716,%,1,1
461,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,undefinedAndMixedMaterials,,m-c,0.587850653213876,%,3,0.035316000461494
462,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Ag,e-m,0.282038360342741,%,2,0.0092355593437703
463,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,As,e-m,0.386959439487329,%,1,0.180458135513049
464,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Cu,e-m,0.14080968208735,%,1,0.0154379608905329
465,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Ga,e-m,0.213416339902025,%,2,0.298156644773754
466,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Mn,e-m,0.321320809492169,%,1,0.0257091373166984
467,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Mo,e-m,0.228950748448502,%,1,0.105880113271288
468,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,Sm,e-m,0.359572882277297,%,2,0.365122448890906
469,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,,m-c,0.0235170797938145,%,3,0.897538701630369
470,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,Ag,e-m,0.064954475061733,%,1,0.0812743717099054
471,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,Cu,e-m,0.0380950683905358,%,3,0.260929616485451
472,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,Ga,e-m,0.200838356598248,%,3,0.170144725867276
473,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,Mo,e-m,0.146180638740843,%,2,0.118548369093572
474,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,O,e-m,0.130474689987987,%,3,0.348932254033679
475,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,Sm,e-m,0.209008497536352,%,2,0.0201706628101169
476,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,,m-c,0.543914187109703,%,2,0.102461298369631
477,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveFDD,,,c-p,0.179122422839248,%,1,0.0233220081794695
478,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Ag,e-m,0.367984884166369,%,3,0.0845327004446076
479,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,As,e-m,0.255154205294497,%,2,0.0751457738024932
480,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Cu,e-m,0.00462915450562977,%,2,0.0478104226630433
481,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Ga,e-m,0.595795888822064,%,2,0.481256657260976
482,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Mn,e-m,0.561133299424735,%,1,0.207472368193122
483,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Mo,e-m,0.311662477853917,%,3,0.0877149521749549
484,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,Sm,e-m,0.468270152644515,%,3,0.0160671254608034
485,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,,m-c,0.544601062983634,%,3,0.269957409629871
486,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,CuAndCuAlloys,Ag,e-m,0.0393332925929125,%,3,0.118580297067414
487,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,CuAndCuAlloys,Dy,e-m,0.411825520622553,%,1,0.479421290631103
488,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,CuAndCuAlloys,Zr,e-m,0.121241810852557,%,1,0.401998412301483
489,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,CuAndCuAlloys,,m-c,0.203033263441411,%,1,0.398190322863401
490,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,Ag,e-m,0.169348614335548,%,2,0.244401827349914
491,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,Cu,e-m,0.269576013401833,%,1,0.0552143989573396
492,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,Ga,e-m,0.159792898290448,%,3,0.42866293476515
493,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,Mo,e-m,0.39737300725466,%,2,0.0812246844048356
494,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,O,e-m,0.242832807257169,%,1,0.157592073418924
495,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,Sm,e-m,0.125951795735642,%,1,0.0329040811038374
496,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,,m-c,0.0870313404590201,%,3,0.0763955993404344
497,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,,,c-p,0.579767270950179,%,3,0.0029155176708845
498,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,otherMetalsAndMetalAlloys,Ag,e-m,0.504724249401253,%,1,0.586358734101749
499,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,otherMetalsAndMetalAlloys,Al,e-m,0.0593528053072258,%,3,0.181426186821394
500,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,otherMetalsAndMetalAlloys,Dy,e-m,0.270812844462862,%,3,0.232215079076858
501,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,otherMetalsAndMetalAlloys,,m-c,0.0343844855178774,%,1,0.0378128396516091
502,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,plastics,Ag,e-m,0.33438547409519,%,1,1
503,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,plastics,,m-c,0.276499183023671,%,1,0.0687073334536724
504,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,undefinedAndMixedMaterials,Ag,e-m,0.197268886309915,%,2,1
505,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveHDD,undefinedAndMixedMaterials,,m-c,0.144830992480802,%,2,0.148936495061012
506,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,CuAndCuAlloys,Ag,e-m,0.535695428880739,%,2,0.153287416533701
507,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,CuAndCuAlloys,Dy,e-m,0.392672648331504,%,1,0.0406601444607479
508,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,CuAndCuAlloys,Zr,e-m,0.191858702989659,%,3,0.806052439005551
509,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,CuAndCuAlloys,,m-c,0.460785068151941,%,2,0.474930499436841
510,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,Ag,e-m,0.443511544788273,%,3,0.028656854919278
511,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,Cu,e-m,0.0227474785566201,%,2,0.162409291382166
512,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,Ga,e-m,0.143480372376886,%,3,0.0683968132346791
513,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,Mo,e-m,0.0838567789731387,%,2,0.380341615431783
514,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,O,e-m,0.578403323819773,%,3,0.10570880485254
515,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,Sm,e-m,0.347214500713589,%,3,0.254486620179553
516,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,,m-c,0.27751789824646,%,3,0.180381866817984
517,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,,,c-p,0.500268763367974,%,2,0.0003790049424963
518,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,plastics,Ag,e-m,0.506329717221587,%,2,1
519,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,plastics,,m-c,0.375421401590993,%,1,0.0304535058166193
520,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,undefinedAndMixedMaterials,Ag,e-m,0.360987594735919,%,3,1
521,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,undefinedAndMixedMaterials,,m-c,0.567738397115373,%,2,0.314234127928556
522,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Ag,e-m,0.1794745192835,%,3,0.218249362319005
523,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,As,e-m,0.177980405854268,%,3,0.0055112663646198
524,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Cu,e-m,0.40587659067618,%,1,0.0422639800367786
525,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Ga,e-m,0.412786774344894,%,3,0.159468258237401
526,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Mn,e-m,0.378694974310684,%,2,0.2538975609175
527,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Mo,e-m,0.24708230291712,%,2,0.248227601382584
528,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,Sm,e-m,0.017496557437088,%,1,0.0723819707421128
529,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,,m-c,0.40672631658962,%,3,0.0886681477315624
530,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,CuAndCuAlloys,Ag,e-m,0.0735927942458397,%,2,0.203563144526689
531,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,CuAndCuAlloys,Dy,e-m,0.512961334069376,%,1,0.63218859453157
532,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,CuAndCuAlloys,Zr,e-m,0.526269708577913,%,2,0.164248260941742
533,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,CuAndCuAlloys,,m-c,0.163232553973051,%,1,0.0386619567013575
534,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,Ag,e-m,0.224669280383372,%,3,0.537987462880876
535,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,Pd,e-m,0.523218176889596,%,2,0.113331139266658
536,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,Sc,e-m,0.268197727388717,%,2,0.197318941174859
537,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,Zr,e-m,0.172410347371035,%,1,0.151362456677607
538,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,,m-c,0.128837995371857,%,2,0.509286573448323
539,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Ag,e-m,0.484603574585389,%,1,0.081787692986064
540,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Ca,e-m,0.195807247665088,%,3,0.0232049731589452
541,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Cu,e-m,0.274130514709101,%,3,0.392942580743493
542,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Ga,e-m,0.0560994516638892,%,1,0.0199964858612816
543,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Mo,e-m,0.155475425147762,%,1,0.0575712029235392
544,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,O,e-m,0.115191080701436,%,1,0.128796691496449
545,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,Sm,e-m,0.307151241164072,%,3,0.295700372830228
546,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,,m-c,0.524786019139036,%,3,0.0462967406031783
547,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,,,c-p,0.20665923167311,%,1,0.0253982413196794
548,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,otherOrganics,Ag,e-m,0.202026758545766,%,3,1
549,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,otherOrganics,,m-c,0.341280956440815,%,3,0.216230272815909
550,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,plastics,Ag,e-m,0.582389751973809,%,1,1
551,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,electricEngine,plastics,,m-c,0.198297827536369,%,2,0.100856308699669
552,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,filterFoamBased,,,c-p,0.154870063576574,%,3,0.011126868649892
553,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,filterFoamBased,plastics,Ag,e-m,0.503455703100362,%,3,1
554,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,filterFoamBased,plastics,,m-c,0.507172521918604,%,1,1
555,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,fuse,,,c-p,0.161011256689029,%,1,0.0072754736062892
556,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,gear,,,c-p,0.0665483770164038,%,1,0.0037444545673728
557,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,gear,plastics,Ag,e-m,0.387651483856507,%,1,1
558,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,gear,plastics,,m-c,0.105458054178769,%,2,1
559,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,CuAndCuAlloys,Ag,e-m,0.0136813545117428,%,2,0.117311695141195
560,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,CuAndCuAlloys,Dy,e-m,0.00280585637950403,%,2,0.2936041659212
561,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,CuAndCuAlloys,Zr,e-m,0.0170706992812964,%,1,0.589084138937604
562,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,CuAndCuAlloys,,m-c,0.312755251917728,%,3,0.360118958699687
563,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,,,c-p,0.407743716063321,%,3,0.0058077579629781
564,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,Ag,e-m,0.594532593826134,%,1,1
565,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,,m-c,0.147165060196979,%,1,0.606973308719098
566,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,plastics,Ag,e-m,0.492818498128742,%,2,1
567,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,plastics,,m-c,0.394607985705206,%,2,0.0187320068646974
568,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Ag,e-m,0.195598389560163,%,2,0.285700549562047
569,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Cu,e-m,0.354718499006162,%,1,0.14849536140764
570,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Ga,e-m,0.594334523966515,%,1,0.21400575020481
571,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Mo,e-m,0.447587153442646,%,1,0.0978385241720643
572,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,O,e-m,0.162818697588872,%,2,0.222189207266481
573,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Sm,e-m,0.282787623993485,%,1,0.0317706073869581
574,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,,m-c,0.50172572430044,%,2,0.0141757257165176
575,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Ag,e-m,0.193390205058538,%,3,0.142886852587562
576,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,As,e-m,0.516959987236721,%,1,0.199029223867613
577,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Cu,e-m,0.496512774784703,%,2,0.13849617357302
578,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Ga,e-m,0.279440985064833,%,3,0.0090092641716334
579,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Mn,e-m,0.428700787216571,%,1,0.158700980297518
580,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Mo,e-m,0.482091744913049,%,2,0.159986717623005
581,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,Sm,e-m,0.333591932617016,%,2,0.191890787879649
582,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,,m-c,0.554109443994355,%,2,0.163244252909191
583,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,CuAndCuAlloys,Ag,e-m,0.0182598934054507,%,1,0.610100610933154
584,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,CuAndCuAlloys,Dy,e-m,0.473496126234401,%,1,0.0239016934756634
585,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,CuAndCuAlloys,Zr,e-m,0.380215843044757,%,2,0.365997695591183
586,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,CuAndCuAlloys,,m-c,0.178040895746203,%,3,0.0054507583869669
587,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Ag,e-m,0.224006628595887,%,3,0.0598677006419244
588,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Ca,e-m,0.0746659255071095,%,3,0.15982606971032
589,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Cu,e-m,0.458935820815609,%,1,0.104754214397582
590,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Ga,e-m,0.0492065922540366,%,3,0.0177383552508152
591,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Mo,e-m,0.1473236603447,%,1,0.303807667273547
592,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,O,e-m,0.229835437473215,%,2,0.019713881855698
593,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,Sm,e-m,0.554910428441714,%,1,0.334292110870113
