scenario,year,region,flow,product,component,material,element,parameterCode,data,unit,DQS
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,screw,ferrousMetals,Mo,e-m,0.279234429860765,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,screw,ferrousMetals,Sm,e-m,0.0050804662082826,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,screw,ferrousMetals,,m-c,0.305517631691459,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,screw,,,c-p,0.0040569125594355,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,sensorUnspecified,ferrousMetals,,m-c,0.214496124578256,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,sensorUnspecified,,,c-p,0.0095408899022561,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,sensorUnspecified,plastics,,m-c,0.785503875421744,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Ag,e-m,0.0071306726190672,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,As,e-m,0.147748259246985,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Cu,e-m,0.190026353106632,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Dy,e-m,0.112710972015526,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Ga,e-m,0.144584733270946,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Mn,e-m,0.0071538676194092,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Mo,e-m,0.0580194010814081,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Sm,e-m,0.116504374299099,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Sr,e-m,0.17544924695338,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,Zr,e-m,0.040672119787547,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,CuAndCuAlloys,,m-c,0.0111226689020365,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,bitumen,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,bitumen,,m-c,0.0790862873006211,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ceramicComposites,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ceramicComposites,,m-c,0.11479982337704,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,concrete,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,concrete,,m-c,0.0619642024832906,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,glass,Ag,e-m,0.283133564244187,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,glass,Pd,e-m,0.0364412283855073,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,glass,Sc,e-m,0.394370433467189,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,glass,Zr,e-m,0.286054773903117,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,glass,,m-c,0.0262955820911526,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,Ag,e-m,0.27076339356382,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,Ca,e-m,0.461735545697415,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,Ga,e-m,0.143714990712171,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,Mo,e-m,0.0075435969494031,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,Sm,e-m,0.11624247307719,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,ironWroughtAndCast,,m-c,0.0170577123496423,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,,,c-p,0.0075222591619803,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,oil4,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,oil4,,m-c,5.94726967495564E-05,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ag,e-m,0.169068974901908,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Al,e-m,0.0331323842418413,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,As,e-m,0.0274297078018611,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Bi,e-m,0.183487538094827,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ca,e-m,0.0895759159752588,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Cl,e-m,0.122813250263439,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Dy,e-m,0.0773698058382054,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ga,e-m,0.0079586314668226,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Mn,e-m,0.0421794264243348,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Mo,e-m,0.192272618926144,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,O,e-m,0.0223331253223027,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Sm,e-m,0.0278169505153835,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,Zr,e-m,0.0045616702276719,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherMetalsAndMetalAlloys,,m-c,0.0432957893261081,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherOrUndefinedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherOrUndefinedMaterials,,m-c,0.102287090400911,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherOrganics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,otherOrganics,,m-c,0.187329241123188,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,plasticComposites,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,plasticComposites,,m-c,0.0085205785732511,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,plastics,,m-c,0.0536147268075228,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,reinforcedPlastics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,reinforcedPlastics,,m-c,0.166262384763522,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,sand,Ag,e-m,0.0286385963654069,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,sand,Pd,e-m,0.52551220012969,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,sand,Sc,e-m,0.296919340354027,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,sand,Zr,e-m,0.148929863150876,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,sand,,m-c,0.0310003297423256,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,Ag,e-m,0.299707848267133,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,Cu,e-m,0.0543901688103081,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,Ga,e-m,0.0066735569104706,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,Mo,e-m,0.361717165158582,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,O,e-m,0.180007125992054,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,Sm,e-m,0.0975041348614514,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,steelAndSteelAlloys,,m-c,0.0973041100626391,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,solenoidValve,,,c-p,0.0021314991314305,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Ag,e-m,0.272909348686732,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,As,e-m,0.202496274322631,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Cu,e-m,0.166716639245358,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Ga,e-m,0.0860321808893704,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Mn,e-m,0.0462778480699544,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Mo,e-m,0.159794738421289,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,Sm,e-m,0.0657729703646646,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,AlAndAlAlloys,,m-c,0.39332748252922,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,CuAndCuAlloys,Ag,e-m,0.103305724048649,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,CuAndCuAlloys,Dy,e-m,0.721096333322623,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,CuAndCuAlloys,Zr,e-m,0.175597942628729,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,CuAndCuAlloys,,m-c,0.0300191037274585,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,Ag,e-m,0.540937008404899,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,Cu,e-m,0.322254536916242,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,Ga,e-m,0.0101448165462036,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,Mo,e-m,0.0121821010161284,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,O,e-m,0.0704546176014708,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,Sm,e-m,0.0440269195150562,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,ferrousMetals,,m-c,0.0649418421435921,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,,,c-p,0.0378379033278452,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,otherMetalsAndMetalAlloys,Ag,e-m,0.555301594471802,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,otherMetalsAndMetalAlloys,Al,e-m,0.349789991934572,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,otherMetalsAndMetalAlloys,Dy,e-m,0.0949084135936259,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,otherMetalsAndMetalAlloys,,m-c,0.0671896063311847,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,plastics,,m-c,0.236039475498367,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,undefinedAndMixedMaterials,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,undefinedAndMixedMaterials,,m-c,0.208482489770178,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,switch,,,c-p,0.0026270645609955,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,tonerCartridge,,,c-p,0.0095345401609592,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,CuAndCuAlloys,Ag,e-m,0.264464467043398,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,CuAndCuAlloys,Dy,e-m,0.431560594268881,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,CuAndCuAlloys,Zr,e-m,0.303974938687722,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,CuAndCuAlloys,,m-c,0.340018207528424,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,Ag,e-m,0.0689394122623495,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,Cu,e-m,0.490030150718847,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,Ga,e-m,0.0028609109688245,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,Mo,e-m,0.154714751098652,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,O,e-m,0.056648791762249,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,Sm,e-m,0.226805983189078,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,ferrousMetals,,m-c,0.659981792471576,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transformator,,,c-p,0.0057263604991815,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,AlAndAlAlloys,,m-c,0.242739130679823,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,Ag,e-m,0.196174184047924,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,Cu,e-m,0.275106218818632,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,Ga,e-m,0.252937451788663,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,Mo,e-m,0.0438696317688475,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,O,e-m,0.082228474242126,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,Sm,e-m,0.149684039333808,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,ferrousMetals,,m-c,0.543160669194335,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,,,c-p,0.0100653521709972,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmission,plastics,,m-c,0.214100200125841,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,CuAndCuAlloys,Ag,e-m,0.565186977493334,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,CuAndCuAlloys,Dy,e-m,0.282642511055768,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,CuAndCuAlloys,Zr,e-m,0.152170511450898,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,CuAndCuAlloys,,m-c,0.444780708018032,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,Ag,e-m,0.036241077632795,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,Ca,e-m,0.11444036828036,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,Ga,e-m,0.0717828755495696,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,Mo,e-m,0.218371074477998,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,Sm,e-m,0.559164604059278,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,ferrousMetals,,m-c,0.416171858711138,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,,,c-p,0.0102963801276754,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,transmitter,plastics,,m-c,0.139047433270831,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,Ag,e-m,0.0103751828665055,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,Cu,e-m,0.175988137654098,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,Ga,e-m,0.0629999099540868,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,Mo,e-m,0.287916803007786,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,O,e-m,0.0161299993743868,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,Sm,e-m,0.446589967143138,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,ferrousMetals,,m-c,0.0921601793467817,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,,,c-p,0.0023823539236324,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,plastics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,plastics,,m-c,0.141468883485075,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPA6GF30,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPA6GF30,,m-c,0.114740537321736,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPPTF20,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPPTF20,,m-c,0.158060989074465,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPPTF30,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,wheel,polymerPPTF30,,m-c,0.493569410771942,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Ag,e-m,0.144177078882436,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,As,e-m,0.0767961161140848,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Cu,e-m,0.206653528522502,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Ga,e-m,0.290307179690462,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Mn,e-m,0.0527670078686115,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Mo,e-m,0.109437389195363,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,Sm,e-m,0.11986169972654,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,AlAndAlAlloys,,m-c,0.217165811916026,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,CuAndCuAlloys,Ag,e-m,0.337281354326141,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,CuAndCuAlloys,Dy,e-m,0.618450030505843,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,CuAndCuAlloys,Zr,e-m,0.0442686151680167,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,CuAndCuAlloys,,m-c,0.0756470306257303,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,MaterialShadowWEEE,,m-c,0.0010850661275761,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,aggregateBinderMixedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,aggregateBinderMixedMaterials,,m-c,0.0107612428031406,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Ag,e-m,0.0933610718864258,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Ca,e-m,0.0787413356708065,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Cu,e-m,0.177504780879387,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Ga,e-m,0.0466653236984213,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Mo,e-m,0.362731503483803,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,O,e-m,0.112297640502782,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,Sm,e-m,0.128698343878375,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,ferrousMetals,,m-c,0.0867561526858026,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glass,Ag,e-m,0.0190347118672157,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glass,Pd,e-m,0.220030379866675,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glass,Sc,e-m,0.467815388035589,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glass,Zr,e-m,0.29311952023052,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glass,,m-c,0.0689213199126404,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glassAndCeramics,Ag,e-m,0.124675283599722,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glassAndCeramics,Pd,e-m,0.20905372192514,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glassAndCeramics,Sc,e-m,0.272122520240381,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glassAndCeramics,Zr,e-m,0.394148474234756,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,glassAndCeramics,,m-c,0.047362910420062,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,,,c-p,0.0230781300655977,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,non-ferrousMetals,Ag,e-m,0.0800805034241706,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,non-ferrousMetals,Al,e-m,0.149325173150712,%,1
