Scenario,Year,Location,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,parameterCode,Value,UoM,DQS
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,AlAndAlAlloys,n/a,m-c,0.257,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,CuAndCuAlloys,Ag,e-m,0.00985,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,CuAndCuAlloys,n/a,m-c,0.00839,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,Ag,e-m,0.132,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,ferrousMetals,n/a,m-c,0.11,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,glass,Ag,e-m,0.392,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,glass,Pd,e-m,0.265,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,glass,Sc,e-m,0.00196,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,glass,Zr,e-m,0.000708,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,glass,n/a,m-c,0.329,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,n/a,n/a,c-p,0.000449,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,plastics,Ag,e-m,0.176,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,plastics,n/a,m-c,0.176,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,undefinedAndMixedMaterials,Ag,e-m,0.0714,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCD,undefinedAndMixedMaterials,n/a,m-c,0.06,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayLCDunder100cm2,n/a,n/a,c-p,0.000553,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Ag,e-m,0.00706,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,As,e-m,0.97,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Cu,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Ga,e-m,0.001,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Mn,e-m,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Mo,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,Sm,e-m,0.0003,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,AlAndAlAlloys,n/a,m-c,0.00703,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,CuAndCuAlloys,Ag,e-m,0.000388,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,CuAndCuAlloys,n/a,m-c,0.000388,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,Ag,e-m,0.0127,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,ferrousMetals,n/a,m-c,0.00941,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,glass,Ag,e-m,0.276,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,glass,Pd,e-m,0.265,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,glass,Sc,e-m,0.00196,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,glass,Zr,e-m,0.000708,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,glass,n/a,m-c,0.0538,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,n/a,n/a,c-p,0.00367,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,otherMetalsAndMetalAlloys,Ag,e-m,0.00231,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,otherMetalsAndMetalAlloys,Al,e-m,0.9,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,otherMetalsAndMetalAlloys,Dy,e-m,0.1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,otherMetalsAndMetalAlloys,n/a,m-c,0.00237,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,plastics,Ag,e-m,0.0125,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,plastics,n/a,m-c,0.0125,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,undefinedAndMixedMaterials,Ag,e-m,0.0000891,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayOther,undefinedAndMixedMaterials,n/a,m-c,0.0000891,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,displayPlasma,n/a,n/a,c-p,0.152,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDExt,n/a,n/a,c-p,0.00561,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Ag,e-m,0.0324,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,As,e-m,0.97,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Cu,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Ga,e-m,0.001,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Mn,e-m,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Mo,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,Sm,e-m,0.0003,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,AlAndAlAlloys,n/a,m-c,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,CuAndCuAlloys,Ag,e-m,0.00564,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,CuAndCuAlloys,n/a,m-c,0.00637,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,Ag,e-m,0.103,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,ferrousMetals,n/a,m-c,0.127,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,n/a,n/a,c-p,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,otherMetalsAndMetalAlloys,Ag,e-m,0.0161,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,otherMetalsAndMetalAlloys,Al,e-m,0.9,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,otherMetalsAndMetalAlloys,Dy,e-m,0.1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,otherMetalsAndMetalAlloys,n/a,m-c,0.00441,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,plastics,Ag,e-m,0.0254,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,plastics,n/a,m-c,0.0254,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,undefinedAndMixedMaterials,Ag,e-m,0.000808,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,undefinedAndMixedMaterials,n/a,m-c,0.000808,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Ag,e-m,0.387,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,As,e-m,0.97,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Cu,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Ga,e-m,0.001,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Mn,e-m,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Mo,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,Sm,e-m,0.0003,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,AlAndAlAlloys,n/a,m-c,0.634,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,Ag,e-m,0.223,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,ferrousMetals,n/a,m-c,0.366,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveFDD,n/a,n/a,c-p,0.021,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Ag,e-m,0.0345,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,As,e-m,0.97,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Cu,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Ga,e-m,0.001,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Mn,e-m,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Mo,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,Sm,e-m,0.0003,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,AlAndAlAlloys,n/a,m-c,0.0297,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,CuAndCuAlloys,Ag,e-m,0.00548,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,CuAndCuAlloys,n/a,m-c,0.00471,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,Ag,e-m,0.129,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,ferrousMetals,n/a,m-c,0.129,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,n/a,n/a,c-p,0.00492,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,otherMetalsAndMetalAlloys,Ag,e-m,0.242,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,otherMetalsAndMetalAlloys,Al,e-m,0.9,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,otherMetalsAndMetalAlloys,Dy,e-m,0.1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,otherMetalsAndMetalAlloys,n/a,m-c,0.242,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,plastics,Ag,e-m,0.00853,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,plastics,n/a,m-c,0.00853,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,undefinedAndMixedMaterials,Ag,e-m,0.0459,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveHDD,undefinedAndMixedMaterials,n/a,m-c,0.00271,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,CuAndCuAlloys,Ag,e-m,0.0226,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,CuAndCuAlloys,n/a,m-c,0.0226,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,Ag,e-m,0.316,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,ferrousMetals,n/a,m-c,0.316,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,n/a,n/a,c-p,0.0822,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,plastics,Ag,e-m,0.188,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,plastics,n/a,m-c,0.188,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,undefinedAndMixedMaterials,Ag,e-m,0.0136,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,undefinedAndMixedMaterials,n/a,m-c,0.0136,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Ag,e-m,0.0268,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,As,e-m,0.97,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Cu,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Ga,e-m,0.001,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Mn,e-m,0.0248,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Mo,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,Sm,e-m,0.0003,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,AlAndAlAlloys,n/a,m-c,0.0219,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,CuAndCuAlloys,Ag,e-m,0.186,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,CuAndCuAlloys,Dy,e-m,0.75,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,CuAndCuAlloys,Zr,e-m,0.25,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,CuAndCuAlloys,n/a,m-c,0.127,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,carbon,Ag,e-m,0.194,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,carbon,Pd,e-m,0.265,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,carbon,Sc,e-m,0.00196,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,carbon,Zr,e-m,0.000708,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,carbon,n/a,m-c,0.159,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Ag,e-m,0.734,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Ca,e-m,0.0198,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Cu,e-m,0.072,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Ga,e-m,0.853,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Mo,e-m,0.0085,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,O,e-m,0.032,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,Sm,e-m,0.0152,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,ferrousMetals,n/a,m-c,0.601,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,n/a,n/a,c-p,0.00863,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,otherOrganics,Ag,e-m,0.00321,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,otherOrganics,n/a,m-c,0.00263,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,plastics,Ag,e-m,0.077,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,electricEngine,plastics,n/a,m-c,0.0584,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,filterFoamBased,n/a,n/a,c-p,0.00157,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,filterFoamBased,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,filterFoamBased,plastics,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,fuse,n/a,n/a,c-p,0.0000501,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,gear,n/a,n/a,c-p,0.000996,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,gear,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,gear,plastics,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,CuAndCuAlloys,Ag,e-m,0.749,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,CuAndCuAlloys,Dy,e-m,0.75,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,CuAndCuAlloys,Zr,e-m,0.25,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,CuAndCuAlloys,n/a,m-c,0.743,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,n/a,n/a,c-p,0.000985,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,Ag,e-m,0.00803,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,n/a,m-c,0.00797,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,plastics,Ag,e-m,0.00803,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,plastics,n/a,m-c,0.00797,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Ag,e-m,0.243,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Cu,e-m,0.18,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Ga,e-m,0.725,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Mo,e-m,0.01,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,O,e-m,0.08,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,Sm,e-m,0.005,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,steelAndSteelAlloys,n/a,m-c,0.241,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEfan,AlAndAlAlloys,Ag,e-m,0.011,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEfan,AlAndAlAlloys,As,e-m,0.97,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEfan,AlAndAlAlloys,Cu,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEfan,AlAndAlAlloys,Ga,e-m,0.001,%,1
