inflow,inflow,inflow,inflow,inflow,outflow,outflow,outflow,outflow,outflow,TC
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.95
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.2
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.15
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.05
WEEE_ironCircuit,∅,Cables,∅,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,∅,Cu,0.1
WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,∅,Cu,0.1
WEEE_ironCircuit,∅,Cables,∅,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,∅,Al,0.99
WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,∅,Al,0.99
