flows,products,components,materials,elements,mass (tonnes)
WEEE_PVPanels,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_1,-1,-1,-1,0.0
WEEE_PVPanels,Cat_1,-1,-1,Al,0.0
WEEE_PVPanels,Cat_1,-1,-1,Cu,0.0
WEEE_PVPanels,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_1,Cables,-1,-1,0.0
WEEE_PVPanels,Cat_1,Cables,-1,Al,0.0
WEEE_PVPanels,Cat_1,Cables,-1,Cu,0.0
WEEE_PVPanels,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_2,-1,-1,-1,0.0
WEEE_PVPanels,Cat_2,-1,-1,Al,0.0
WEEE_PVPanels,Cat_2,-1,-1,Cu,0.0
WEEE_PVPanels,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_2,Cables,-1,-1,0.0
WEEE_PVPanels,Cat_2,Cables,-1,Al,0.0
WEEE_PVPanels,Cat_2,Cables,-1,Cu,0.0
WEEE_PVPanels,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_PVPanels,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,-1,-1,-1,-1,0.0
WEEE_collected,-1,-1,-1,Al,0.0
WEEE_collected,-1,-1,-1,Cu,0.0
WEEE_collected,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,-1,Cables,-1,-1,0.0
WEEE_collected,-1,Cables,-1,Al,0.0
WEEE_collected,-1,Cables,-1,Cu,0.0
WEEE_collected,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,-1,PCBUnspecified,-1,-1,0.0
WEEE_collected,-1,PCBUnspecified,-1,Al,0.0
WEEE_collected,-1,PCBUnspecified,-1,Cu,0.0
WEEE_collected,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_1,-1,-1,-1,0.0
WEEE_collected,Cat_1,-1,-1,Al,0.0
WEEE_collected,Cat_1,-1,-1,Cu,0.0
WEEE_collected,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_1,Cables,-1,-1,0.0
WEEE_collected,Cat_1,Cables,-1,Al,0.0
WEEE_collected,Cat_1,Cables,-1,Cu,0.0
WEEE_collected,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_collected,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_collected,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_collected,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_2,-1,-1,-1,0.0
WEEE_collected,Cat_2,-1,-1,Al,0.0
WEEE_collected,Cat_2,-1,-1,Cu,0.0
WEEE_collected,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_2,Cables,-1,-1,0.0
WEEE_collected,Cat_2,Cables,-1,Al,0.0
WEEE_collected,Cat_2,Cables,-1,Cu,0.0
WEEE_collected,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_collected,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_collected,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_collected,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_collected,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_collected,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_collected,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,-1,-1,-1,-1,0.0
WEEE_generatedComplementaryMSW,-1,-1,-1,Al,0.0
WEEE_generatedComplementaryMSW,-1,-1,-1,Cu,0.0
WEEE_generatedComplementaryMSW,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,-1,Cables,-1,-1,0.0
WEEE_generatedComplementaryMSW,-1,Cables,-1,Al,0.0
WEEE_generatedComplementaryMSW,-1,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMSW,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMSW,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedComplementaryMetalScrapExportedUndocumented,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,-1,-1,-1,-1,0.0
WEEE_generatedDedicated,-1,-1,-1,Al,0.0
WEEE_generatedDedicated,-1,-1,-1,Cu,0.0
WEEE_generatedDedicated,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,-1,Cables,-1,-1,0.0
WEEE_generatedDedicated,-1,Cables,-1,Al,0.0
WEEE_generatedDedicated,-1,Cables,-1,Cu,0.0
WEEE_generatedDedicated,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,-1,-1,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,-1,Al,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_1,-1,-1,-1,0.0
WEEE_generatedDedicated,Cat_1,-1,-1,Al,0.0
WEEE_generatedDedicated,Cat_1,-1,-1,Cu,0.0
WEEE_generatedDedicated,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_1,Cables,-1,-1,0.0
WEEE_generatedDedicated,Cat_1,Cables,-1,Al,0.0
WEEE_generatedDedicated,Cat_1,Cables,-1,Cu,0.0
WEEE_generatedDedicated,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_2,-1,-1,-1,0.0
WEEE_generatedDedicated,Cat_2,-1,-1,Al,0.0
WEEE_generatedDedicated,Cat_2,-1,-1,Cu,0.0
WEEE_generatedDedicated,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_2,Cables,-1,-1,0.0
WEEE_generatedDedicated,Cat_2,Cables,-1,Al,0.0
WEEE_generatedDedicated,Cat_2,Cables,-1,Cu,0.0
WEEE_generatedDedicated,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_generatedDedicated,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,-1,-1,-1,-1,0.0
WEEE_ironCircuit,-1,-1,-1,Al,0.0
WEEE_ironCircuit,-1,-1,-1,Cu,0.0
WEEE_ironCircuit,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,-1,Cables,-1,-1,0.0
WEEE_ironCircuit,-1,Cables,-1,Al,0.0
WEEE_ironCircuit,-1,Cables,-1,Cu,0.0
WEEE_ironCircuit,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,-1,PCBUnspecified,-1,-1,0.0
WEEE_ironCircuit,-1,PCBUnspecified,-1,Al,0.0
WEEE_ironCircuit,-1,PCBUnspecified,-1,Cu,0.0
WEEE_ironCircuit,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_1,-1,-1,-1,0.0
WEEE_ironCircuit,Cat_1,-1,-1,Al,0.0
WEEE_ironCircuit,Cat_1,-1,-1,Cu,0.0
WEEE_ironCircuit,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_1,Cables,-1,-1,0.0
WEEE_ironCircuit,Cat_1,Cables,-1,Al,0.0
WEEE_ironCircuit,Cat_1,Cables,-1,Cu,0.0
WEEE_ironCircuit,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_2,-1,-1,-1,0.0
WEEE_ironCircuit,Cat_2,-1,-1,Al,0.0
WEEE_ironCircuit,Cat_2,-1,-1,Cu,0.0
WEEE_ironCircuit,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_2,Cables,-1,-1,0.0
WEEE_ironCircuit,Cat_2,Cables,-1,Al,0.0
WEEE_ironCircuit,Cat_2,Cables,-1,Cu,0.0
WEEE_ironCircuit,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_ironCircuit,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,-1,-1,-1,0.0
WEEE_lampsDirect_(without_LED),-1,-1,-1,Al,0.0
WEEE_lampsDirect_(without_LED),-1,-1,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,-1,-1,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,-1,Al,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,-1,-1,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,-1,Al,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,-1,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,Cables,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,Cables,-1,Al,0.0
