layer,key,WEEE_categ_mechRec1,WEEE_categ_mechRec2,WEEE_collected,WEEE_generatedComplementaryExported,WEEE_generatedComplementaryMSW,WEEE_generatedComplementaryMetalScrap,WEEE_generatedComplementaryUndocumented,WEEE_generatedDedicated,WEEE_wasteBinIncineration,WEEE_wasteBinLandfill,WEEE_2RM_mechRec1Smelter_other,WEEE_mechRec1_mechRec2,WEEE_2RM_mechRec2Smelter_other,WEEE_mechRec2_chem,WEEE_mechRec2_thermal,WEEE_2RM_chem2Smelter_other,WEEE_2RM_thermal2Smelter_other,WEEE_chem_thermal,WEEE_thermal_chem
material,steelAndSteelAlloys,12659.946544681727,27266.810448495162,62537.6497541237,54748.662980098576,96661.17846731422,106547.73708547476,84314.37275622238,243178.97243834598,39779.963206854205,29469.61791722653,240.37030348132214,142.17478579309144,132.75635761991913,,,,,,
material,undefinedAndMixedMaterials,32043.69879018704,66551.27120758382,155151.94661306386,151303.44398276086,249326.78811611165,283185.78975357773,221776.46080862943,637311.4530011921,100054.11499338676,75418.8080078466,4078.6639481704165,2663.123656641779,915.8407754737289,,,,,,
material,wood,550.0609640124911,1019.2445509510064,2295.6956756040468,891.2412417514875,2569.1567541211853,3182.0312192281517,3217.157135594171,7773.490724486379,931.1986643631536,699.7536469005428,100.21267169234055,81.5289532412262,30.998986559586818,,,,,,
element,Ag,303485.7794574051,609894.5883516507,1421062.4737556677,1617157.8650730408,2397487.0051105334,2700867.2624680568,2053435.3880245448,6033629.679822262,914717.5811882868,732443.5862542437,17527.56525489838,18649.178796192733,42154.72285518709,31.75168190356099,25.742904470907913,8.341213539645835,7.958185129317754,5.254580192852132,7.07681708721062
element,Al,5618.021087072735,9286.28546339036,21654.16641053212,34944.5685334634,41752.547222538786,43913.47650898078,32166.726083009595,98879.01662232967,12715.84405778806,13094.263036442115,688.2544956470913,668.6990284197881,391.3274573190673,5.9675118754013825,4.440939070066145,2.792795557687847,2.117564650018884,0.8951267813102074,1.7763756280264582
element,As,10625.358745531174,22525.313865136788,52208.8909717626,57077.291663590084,87188.87593087116,98425.44033265935,74141.43564786416,219097.12846964953,34748.40331371032,26881.1475757786,263.3780091962164,412.60611009903596,3188.927403635635,2.575441973247246,5.822738374298121,,,,
element,Bi,73.08292868456141,177.25059629500268,418.2396635079105,134.53284707504744,563.774100969543,625.5757787510065,553.9708486394145,1457.599383475333,289.0660273646591,164.8367347408329,1.706366786881962,2.0720168126423824,1.24545169264622,,,,,,
element,Ca,6215.338270245893,12945.034682293066,30804.775383750366,24322.96482077379,48660.53444012125,53286.3059390453,43503.3583534324,122319.8705290872,20734.177052797317,14448.075192023674,283.3143842173362,225.73062750556016,414.8582960531942,,,,,,
element,Cl,68.2346452264115,164.33980405110157,386.28883753875334,241.90626090242,568.503524722652,660.4484174187272,536.6790777570825,1485.1991798166325,270.91129931374456,169.2195242107994,4.422073692214214,4.414714653803612,4.946859667123778,,,,,,
element,Cu,25293.896034039935,46646.92046251307,107230.04621837274,132582.19702264713,184776.54073733147,196524.90495676314,150598.88893138524,446468.98997356184,63855.39542244059,57848.33123820032,1324.2020989210075,1145.049822283574,5016.233219193039,7.17512535584942,7.720001799069984,2.0695684436682678,1.0618969293156757,1.440428011374576,0.4187290730740046
element,Dy,27659.6077236932,56313.56432121812,131148.68510761423,107117.86757626111,200317.5873370344,222352.64992032555,182867.0559932617,509969.5062340326,81154.19895568742,60047.37153653262,1181.7696861020154,828.6019621377476,2274.806959685213,11.778836787855393,10.511114963511686,7.545481960486279,1.5111774655220864,2.5791749588440185,3.254611070411866
element,Ga,30391.86497689357,56238.426552089746,130551.61277310182,161166.7705420672,227383.10092710584,242772.85260570594,185556.8312386979,551045.5005535244,79939.66411301815,70419.53292675212,1475.8526923666614,1256.7000791442454,4792.3340735074025,32.604451581982495,23.66796842331239,,,,
element,Mn,7069.7387745989,14704.94745346946,34005.091562227986,42779.35969743671,58815.02198957904,67722.6711149138,49511.347968927155,148804.02850137398,22404.803070478167,18173.25669240617,185.8997008530852,197.644508851205,1445.4325118515776,0.5075747853288125,1.147560384221663,,,,
element,Mo,28707.632306209623,54284.3581848116,125148.12302245919,138170.29853115638,207133.3371981131,223495.25767704306,175684.8599900384,511200.57834662974,74598.43613245044,63868.95054381088,1035.8726341713966,830.2703642014867,3840.474550839523,7.614401319049159,3.61432521792811,,,,
element,O,13377.253846972142,24965.86795045554,56007.56543847258,51276.66549098834,81509.32724243982,90746.41548433644,76521.789602592,211684.65777979535,27845.098967857382,24730.452963271222,404.2476867878134,376.7094678475774,973.6416200589385,1.4164013112764664,0.5270330460563597,,,,
element,Pd,4137.826123913901,7690.374047502416,18586.275754452934,21298.144169596188,32164.03484888528,36470.35892266077,28354.232445404123,81649.36868513525,11948.2995548663,9371.55889956634,303.03264009518233,213.77313345976748,148.95621742958835,,,,,,
element,Sc,7528.575688812765,14946.975373457573,36822.64025482287,50838.88729161982,70756.66814351731,80675.44970579243,57926.83486186602,175588.22667362168,27576.99762237434,21088.68837741588,637.058953058589,427.5941912582196,145.7076698822264,,,,,,
element,Sm,30229.69328309949,57479.05267201199,131101.17536964902,122340.47831594158,204186.0049131334,214360.99949878958,176274.540047155,499460.7058385311,74740.1765580797,63308.091371240625,983.5716505754295,983.4239563831296,3675.501506262347,4.564856251669229,3.00776958553985,,,,
element,Sr,1269.2084616249845,3409.1233852006735,8057.788436473879,3025.843796355709,11146.110689604766,12886.484864936754,10843.795403695822,29455.21418422068,5964.2788496971,3257.564064982094,7.265443630327168,7.269651928609023,13.491777651418175,,,,,,
element,Zr,25075.157038728994,49866.65798033833,113587.2005747045,96068.05225822878,169006.84336396892,186727.96108540357,155009.813139051,432165.1026045679,64735.23180418062,51515.88151480547,1378.4787000763536,1231.6037466263108,3025.117631472062,0.07916146062015343,0.3034522657105882,,,,
