,flow,layer,key,data
300,WEEE_generatedComplementaryMSW,component,mainboardInclCPUgpu,109541.17203356313
301,WEEE_generatedComplementaryMSW,component,non-electricCoil,68474.48717415071
302,WEEE_generatedComplementaryMSW,component,nonElectricCoil,110181.3485053468
303,WEEE_generatedComplementaryMSW,component,onOffSwitch,94084.3586660647
304,WEEE_generatedComplementaryMSW,component,otherElectricCompUnspecified,67662.8284319788
305,WEEE_generatedComplementaryMSW,component,otherNonElectricCompUnspecified,39416.38532964278
306,WEEE_generatedComplementaryMSW,component,passiveJunctionBox,64992.632178691936
307,WEEE_generatedComplementaryMSW,component,pcbWEEECat,100030.20690330908
308,WEEE_generatedComplementaryMSW,component,plug,69367.14204406909
309,WEEE_generatedComplementaryMSW,component,powerSupply,46766.79326440069
310,WEEE_generatedComplementaryMSW,component,printedCircuitBoard,59115.572049167175
311,WEEE_generatedComplementaryMSW,component,pump,38377.82220767119
312,WEEE_generatedComplementaryMSW,component,refrigerant,98128.01272871504
313,WEEE_generatedComplementaryMSW,component,remoteControl,9916.347891490244
314,WEEE_generatedComplementaryMSW,component,resistor,43621.65065415485
315,WEEE_generatedComplementaryMSW,component,rotor,98805.2331977776
316,WEEE_generatedComplementaryMSW,component,screw,25143.40477925998
317,WEEE_generatedComplementaryMSW,component,sensorUnspecified,84363.04947839538
318,WEEE_generatedComplementaryMSW,component,shadowComponentWEEE,53078.63840495139
319,WEEE_generatedComplementaryMSW,component,solenoidValve,25818.711516379724
320,WEEE_generatedComplementaryMSW,component,speakerEEE2,127686.98949006338
321,WEEE_generatedComplementaryMSW,component,switch,46397.82400902121
322,WEEE_generatedComplementaryMSW,component,tonerCartridge,41207.57547787956
323,WEEE_generatedComplementaryMSW,component,transformator,13520.473007806304
324,WEEE_generatedComplementaryMSW,component,transmission,109870.5465722994
325,WEEE_generatedComplementaryMSW,component,transmitter,90920.39992507377
326,WEEE_generatedComplementaryMSW,component,wheel,131897.72431800296
327,WEEE_wasteBinLandfill,component,ComponentShadowWEEE,12150.345696831308
328,WEEE_wasteBinLandfill,component,ConductivitySensor,21900.30369291164
329,WEEE_wasteBinLandfill,component,LED,12042.048321151453
330,WEEE_wasteBinLandfill,component,LidarSensor (&lt;15cm),10403.677337804407
331,WEEE_wasteBinLandfill,component,MagnetSensor,46245.14842906119
332,WEEE_wasteBinLandfill,component,PCBWEEECat,11367.592982846147
333,WEEE_wasteBinLandfill,component,PCBunspecified,14745.625356221182
334,WEEE_wasteBinLandfill,component,PVBacksheet,21310.234116294578
335,WEEE_wasteBinLandfill,component,PVEncapsulationEVA,30679.188296324268
336,WEEE_wasteBinLandfill,component,PVFrameAl,25583.151768560503
337,WEEE_wasteBinLandfill,component,PVSolarGlass,14312.14791404453
338,WEEE_wasteBinLandfill,component,PVcellSi,17120.97593060417
339,WEEE_wasteBinLandfill,component,WEEEEvaporator,11051.976360393284
340,WEEE_wasteBinLandfill,component,brush,9226.624870043692
341,WEEE_wasteBinLandfill,component,cableUnspecified,25296.321981348876
342,WEEE_wasteBinLandfill,component,cableWOPlug,4878.675129611652
343,WEEE_wasteBinLandfill,component,cableWPlug,12192.327943472734
344,WEEE_wasteBinLandfill,component,cableWithConnector,6511.298750726938
345,WEEE_wasteBinLandfill,component,cables,42853.967093115134
346,WEEE_wasteBinLandfill,component,cablewire,18932.458147252568
347,WEEE_wasteBinLandfill,component,capElectrolytic,17188.498452542844
348,WEEE_wasteBinLandfill,component,casingPlasticBased,20568.37087941952
349,WEEE_wasteBinLandfill,component,casingSteelBased,14213.385926877705
350,WEEE_wasteBinLandfill,component,casingUnspecified,22146.634514085144
351,WEEE_wasteBinLandfill,component,coldCathodeLamp,42648.69607292321
352,WEEE_wasteBinLandfill,component,compContainHazardSubst,13800.934203517923
353,WEEE_wasteBinLandfill,component,compressor,37505.59016717417
354,WEEE_wasteBinLandfill,component,condensator,23077.27360017861
355,WEEE_wasteBinLandfill,component,contactor,2487.469479184351
356,WEEE_wasteBinLandfill,component,displayCRT,27918.079860883216
357,WEEE_wasteBinLandfill,component,displayLCD,16836.366596402346
358,WEEE_wasteBinLandfill,component,displayLCDunder100cm2,15647.593692345832
359,WEEE_wasteBinLandfill,component,displayOther,21473.130389056238
360,WEEE_wasteBinLandfill,component,displayPlasma,39736.03233108758
361,WEEE_wasteBinLandfill,component,driveCDDExt,3229.042427810537
362,WEEE_wasteBinLandfill,component,driveCDDInt,22841.277339882818
363,WEEE_wasteBinLandfill,component,driveFDD,17646.691587873018
364,WEEE_wasteBinLandfill,component,driveHDD,24754.974558989517
365,WEEE_wasteBinLandfill,component,driveUnspecified,27380.468289372595
366,WEEE_wasteBinLandfill,component,electricEngine,63219.73964259083
367,WEEE_wasteBinLandfill,component,filterFoamBased,9426.36868999031
368,WEEE_wasteBinLandfill,component,fuse,31729.93527498034
369,WEEE_wasteBinLandfill,component,gear,5996.113860578931
370,WEEE_wasteBinLandfill,component,heatingCoolingEEEairCondenser,15360.16624425335
371,WEEE_wasteBinLandfill,component,heatingCoolingEEEfan,19379.3097392841
372,WEEE_wasteBinLandfill,component,heatingCoolingEEEheatSink,16666.726252185945
373,WEEE_wasteBinLandfill,component,inductor,10309.618758688082
374,WEEE_wasteBinLandfill,component,insulation,21931.999560156157
375,WEEE_wasteBinLandfill,component,keyboard,11738.591722985197
376,WEEE_wasteBinLandfill,component,knob,27881.00937213874
377,WEEE_wasteBinLandfill,component,lenseAssembly,1975.0627959285716
378,WEEE_wasteBinLandfill,component,lighting,30691.74891226454
379,WEEE_wasteBinLandfill,component,lightingFlash,19368.691477785058
380,WEEE_wasteBinLandfill,component,magnetPermanent,28265.513607811565
381,WEEE_wasteBinLandfill,component,magnetron,10970.605441820971
382,WEEE_wasteBinLandfill,component,mainboardInclCPUgpu,35124.58252685528
383,WEEE_wasteBinLandfill,component,non-electricCoil,20048.778663131758
384,WEEE_wasteBinLandfill,component,nonElectricCoil,34066.2555460788
385,WEEE_wasteBinLandfill,component,onOffSwitch,29180.218466422666
386,WEEE_wasteBinLandfill,component,otherElectricCompUnspecified,20185.1418466159
387,WEEE_wasteBinLandfill,component,otherNonElectricCompUnspecified,11314.151371449896
388,WEEE_wasteBinLandfill,component,passiveJunctionBox,19350.917513600674
389,WEEE_wasteBinLandfill,component,pcbWEEECat,30431.58526041449
390,WEEE_wasteBinLandfill,component,plug,23006.0008684329
391,WEEE_wasteBinLandfill,component,powerSupply,14444.056772387119
392,WEEE_wasteBinLandfill,component,printedCircuitBoard,17972.01891221123
393,WEEE_wasteBinLandfill,component,pump,11222.169680951873
394,WEEE_wasteBinLandfill,component,refrigerant,29018.793121045397
395,WEEE_wasteBinLandfill,component,remoteControl,2730.3571900282345
396,WEEE_wasteBinLandfill,component,resistor,12260.040932756798
397,WEEE_wasteBinLandfill,component,rotor,29239.72432564383
398,WEEE_wasteBinLandfill,component,screw,6346.1871009171045
399,WEEE_wasteBinLandfill,component,sensorUnspecified,20237.070781260645
400,WEEE_wasteBinLandfill,component,shadowComponentWEEE,15901.576015806848
401,WEEE_wasteBinLandfill,component,solenoidValve,6794.220929482657
402,WEEE_wasteBinLandfill,component,speakerEEE2,40830.22772535811
403,WEEE_wasteBinLandfill,component,switch,13499.887171770803
404,WEEE_wasteBinLandfill,component,tonerCartridge,12642.477486627904
405,WEEE_wasteBinLandfill,component,transformator,4365.987566663193
406,WEEE_wasteBinLandfill,component,transmission,33901.835356772004
407,WEEE_wasteBinLandfill,component,transmitter,26908.358790452865
408,WEEE_wasteBinLandfill,component,wheel,41501.83460737798
409,WEEE_wasteBinIncineration,component,ComponentShadowWEEE,15945.115230331812
410,WEEE_wasteBinIncineration,component,ConductivitySensor,24787.958519414835
411,WEEE_wasteBinIncineration,component,LED,12271.292415076996
412,WEEE_wasteBinIncineration,component,LidarSensor (&lt;15cm),16317.632524059067
413,WEEE_wasteBinIncineration,component,MagnetSensor,73738.24869495489
414,WEEE_wasteBinIncineration,component,PCBWEEECat,10164.362456242288
415,WEEE_wasteBinIncineration,component,PCBunspecified,13568.584048128012
416,WEEE_wasteBinIncineration,component,PVBacksheet,24658.520365725715
417,WEEE_wasteBinIncineration,component,PVEncapsulationEVA,39706.16941184559
418,WEEE_wasteBinIncineration,component,PVFrameAl,25404.379771199143
419,WEEE_wasteBinIncineration,component,PVSolarGlass,20556.363909807966
420,WEEE_wasteBinIncineration,component,PVcellSi,15651.792357946102
421,WEEE_wasteBinIncineration,component,WEEEEvaporator,9360.348771927976
422,WEEE_wasteBinIncineration,component,brush,12012.031750282551
423,WEEE_wasteBinIncineration,component,cableUnspecified,41379.936579884685
424,WEEE_wasteBinIncineration,component,cableWOPlug,6614.378166323311
425,WEEE_wasteBinIncineration,component,cableWPlug,12206.808871664438
426,WEEE_wasteBinIncineration,component,cableWithConnector,8620.738615301429
427,WEEE_wasteBinIncineration,component,cables,43273.08105485454
428,WEEE_wasteBinIncineration,component,cablewire,29023.709206064414
429,WEEE_wasteBinIncineration,component,capElectrolytic,21430.2109593047
430,WEEE_wasteBinIncineration,component,casingPlasticBased,19674.01819535674
431,WEEE_wasteBinIncineration,component,casingSteelBased,10648.099709180922
432,WEEE_wasteBinIncineration,component,casingUnspecified,38174.14917460991
433,WEEE_wasteBinIncineration,component,coldCathodeLamp,38047.82792885798
434,WEEE_wasteBinIncineration,component,compContainHazardSubst,12368.164344416313
435,WEEE_wasteBinIncineration,component,compressor,51184.60354065105
436,WEEE_wasteBinIncineration,component,condensator,32392.238122233884
437,WEEE_wasteBinIncineration,component,contactor,2641.2888379768146
438,WEEE_wasteBinIncineration,component,displayCRT,38080.072565944814
439,WEEE_wasteBinIncineration,component,displayLCD,15494.116385044052
440,WEEE_wasteBinIncineration,component,displayLCDunder100cm2,17080.774322714413
441,WEEE_wasteBinIncineration,component,displayOther,25929.956194283153
442,WEEE_wasteBinIncineration,component,displayPlasma,40575.442292433254
443,WEEE_wasteBinIncineration,component,driveCDDExt,4342.960123300077
444,WEEE_wasteBinIncineration,component,driveCDDInt,23897.35559341536
445,WEEE_wasteBinIncineration,component,driveFDD,19042.259111634357
446,WEEE_wasteBinIncineration,component,driveHDD,31331.755653720444
447,WEEE_wasteBinIncineration,component,driveUnspecified,41220.37535683178
448,WEEE_wasteBinIncineration,component,electricEngine,82179.41202164581
449,WEEE_wasteBinIncineration,component,filterFoamBased,6986.162084176383
450,WEEE_wasteBinIncineration,component,fuse,30120.95743187091
451,WEEE_wasteBinIncineration,component,gear,8359.725987042824
452,WEEE_wasteBinIncineration,component,heatingCoolingEEEairCondenser,26909.288842718684
453,WEEE_wasteBinIncineration,component,heatingCoolingEEEfan,19936.176890998362
454,WEEE_wasteBinIncineration,component,heatingCoolingEEEheatSink,13189.487514511424
455,WEEE_wasteBinIncineration,component,inductor,16055.485057544329
456,WEEE_wasteBinIncineration,component,insulation,23318.09826484453
457,WEEE_wasteBinIncineration,component,keyboard,14311.32009761511
458,WEEE_wasteBinIncineration,component,knob,26024.703746537187
459,WEEE_wasteBinIncineration,component,lenseAssembly,2181.158560729354
460,WEEE_wasteBinIncineration,component,lighting,46358.70247088549
461,WEEE_wasteBinIncineration,component,lightingFlash,18235.78795688799
462,WEEE_wasteBinIncineration,component,magnetPermanent,32193.006062186123
463,WEEE_wasteBinIncineration,component,magnetron,14730.104607888565
464,WEEE_wasteBinIncineration,component,mainboardInclCPUgpu,36400.08936696176
465,WEEE_wasteBinIncineration,component,non-electricCoil,32036.591707326068
466,WEEE_wasteBinIncineration,component,nonElectricCoil,48101.54503179905
467,WEEE_wasteBinIncineration,component,onOffSwitch,30706.62319180408
468,WEEE_wasteBinIncineration,component,otherElectricCompUnspecified,26597.09604232071
469,WEEE_wasteBinIncineration,component,otherNonElectricCompUnspecified,11679.556311805705
470,WEEE_wasteBinIncineration,component,passiveJunctionBox,31985.326390746806
471,WEEE_wasteBinIncineration,component,pcbWEEECat,36257.639967668925
472,WEEE_wasteBinIncineration,component,plug,19239.53750340907
473,WEEE_wasteBinIncineration,component,powerSupply,20313.20340583212
474,WEEE_wasteBinIncineration,component,printedCircuitBoard,12752.883628838053
475,WEEE_wasteBinIncineration,component,pump,16576.73042955343
476,WEEE_wasteBinIncineration,component,refrigerant,45676.5854731544
477,WEEE_wasteBinIncineration,component,remoteControl,3045.5651862023446
478,WEEE_wasteBinIncineration,component,resistor,10506.904366723164
479,WEEE_wasteBinIncineration,component,rotor,33216.329520132065
480,WEEE_wasteBinIncineration,component,screw,8450.007004915104
481,WEEE_wasteBinIncineration,component,sensorUnspecified,28340.051758635174
482,WEEE_wasteBinIncineration,component,shadowComponentWEEE,25670.98187083219
483,WEEE_wasteBinIncineration,component,solenoidValve,7870.521256353515
484,WEEE_wasteBinIncineration,component,speakerEEE2,36848.61803767613
485,WEEE_wasteBinIncineration,component,switch,20771.144529991263
486,WEEE_wasteBinIncineration,component,tonerCartridge,17495.36475158934
487,WEEE_wasteBinIncineration,component,transformator,4630.810276384673
488,WEEE_wasteBinIncineration,component,transmission,38381.996059627956
489,WEEE_wasteBinIncineration,component,transmitter,43736.80022879655
490,WEEE_wasteBinIncineration,component,wheel,47317.41640396184
491,WEEE_generatedComplementaryMetalScrap,component,ComponentShadowWEEE,48655.05766963257
492,WEEE_generatedComplementaryMetalScrap,component,ConductivitySensor,69129.35247838654
493,WEEE_generatedComplementaryMetalScrap,component,LED,39643.51797398409
494,WEEE_generatedComplementaryMetalScrap,component,LidarSensor (&lt;15cm),39214.883176877345
495,WEEE_generatedComplementaryMetalScrap,component,MagnetSensor,174935.2145349443
496,WEEE_generatedComplementaryMetalScrap,component,PCBWEEECat,35136.371264330126
497,WEEE_generatedComplementaryMetalScrap,component,PCBunspecified,44998.34571429245
498,WEEE_generatedComplementaryMetalScrap,component,PVBacksheet,65910.18217873145
499,WEEE_generatedComplementaryMetalScrap,component,PVEncapsulationEVA,129731.0141006124
500,WEEE_generatedComplementaryMetalScrap,component,PVFrameAl,86900.38013317362
501,WEEE_generatedComplementaryMetalScrap,component,PVSolarGlass,56281.021212805135
502,WEEE_generatedComplementaryMetalScrap,component,PVcellSi,42480.163613845994
503,WEEE_generatedComplementaryMetalScrap,component,WEEEEvaporator,31223.494229917756
504,WEEE_generatedComplementaryMetalScrap,component,brush,38150.649559211226
505,WEEE_generatedComplementaryMetalScrap,component,cableUnspecified,103385.64021631624
506,WEEE_generatedComplementaryMetalScrap,component,cableWOPlug,24023.922949381187
507,WEEE_generatedComplementaryMetalScrap,component,cableWPlug,38352.9485992434
508,WEEE_generatedComplementaryMetalScrap,component,cableWithConnector,26432.413461030283
509,WEEE_generatedComplementaryMetalScrap,component,cables,160125.87312766945
510,WEEE_generatedComplementaryMetalScrap,component,cablewire,67202.62348193904
511,WEEE_generatedComplementaryMetalScrap,component,capElectrolytic,68291.95531982665
512,WEEE_generatedComplementaryMetalScrap,component,casingPlasticBased,65897.84553877579
513,WEEE_generatedComplementaryMetalScrap,component,casingSteelBased,31483.681134221984
514,WEEE_generatedComplementaryMetalScrap,component,casingUnspecified,93866.05705907544
515,WEEE_generatedComplementaryMetalScrap,component,coldCathodeLamp,137211.455611865
516,WEEE_generatedComplementaryMetalScrap,component,compContainHazardSubst,35672.31999987629
517,WEEE_generatedComplementaryMetalScrap,component,compressor,143021.15187900377
518,WEEE_generatedComplementaryMetalScrap,component,condensator,91000.6142897236
519,WEEE_generatedComplementaryMetalScrap,component,contactor,15261.81901594444
520,WEEE_generatedComplementaryMetalScrap,component,displayCRT,108270.9768743194
521,WEEE_generatedComplementaryMetalScrap,component,displayLCD,59584.64982154635
522,WEEE_generatedComplementaryMetalScrap,component,displayLCDunder100cm2,51965.07539846508
523,WEEE_generatedComplementaryMetalScrap,component,displayOther,84727.92087943493
524,WEEE_generatedComplementaryMetalScrap,component,displayPlasma,163510.0974907999
525,WEEE_generatedComplementaryMetalScrap,component,driveCDDExt,21421.429620612114
526,WEEE_generatedComplementaryMetalScrap,component,driveCDDInt,78738.15781420402
527,WEEE_generatedComplementaryMetalScrap,component,driveFDD,51262.52702015936
528,WEEE_generatedComplementaryMetalScrap,component,driveHDD,94364.39472136623
529,WEEE_generatedComplementaryMetalScrap,component,driveUnspecified,96939.18955510095
530,WEEE_generatedComplementaryMetalScrap,component,electricEngine,239747.25664916533
531,WEEE_generatedComplementaryMetalScrap,component,filterFoamBased,21095.865717244287
532,WEEE_generatedComplementaryMetalScrap,component,fuse,107865.36796127554
533,WEEE_generatedComplementaryMetalScrap,component,gear,25933.856570205833
534,WEEE_generatedComplementaryMetalScrap,component,heatingCoolingEEEairCondenser,66738.25700151848
535,WEEE_generatedComplementaryMetalScrap,component,heatingCoolingEEEfan,56880.00833270718
536,WEEE_generatedComplementaryMetalScrap,component,heatingCoolingEEEheatSink,39025.84909395602
537,WEEE_generatedComplementaryMetalScrap,component,inductor,40233.73440319255
538,WEEE_generatedComplementaryMetalScrap,component,insulation,80442.37377377767
539,WEEE_generatedComplementaryMetalScrap,component,keyboard,58044.85144045134
540,WEEE_generatedComplementaryMetalScrap,component,knob,83162.58010744366
541,WEEE_generatedComplementaryMetalScrap,component,lenseAssembly,7393.502302734353
542,WEEE_generatedComplementaryMetalScrap,component,lighting,123637.25873934495
543,WEEE_generatedComplementaryMetalScrap,component,lightingFlash,50397.89928960411
544,WEEE_generatedComplementaryMetalScrap,component,magnetPermanent,106918.34634638674
545,WEEE_generatedComplementaryMetalScrap,component,magnetron,35427.70341018142
546,WEEE_generatedComplementaryMetalScrap,component,mainboardInclCPUgpu,132719.92021517793
547,WEEE_generatedComplementaryMetalScrap,component,non-electricCoil,80635.48555215549
548,WEEE_generatedComplementaryMetalScrap,component,nonElectricCoil,124150.9491642088
549,WEEE_generatedComplementaryMetalScrap,component,onOffSwitch,111781.66891566337
550,WEEE_generatedComplementaryMetalScrap,component,otherElectricCompUnspecified,79053.12673217707
551,WEEE_generatedComplementaryMetalScrap,component,otherNonElectricCompUnspecified,42465.86619051129
552,WEEE_generatedComplementaryMetalScrap,component,passiveJunctionBox,81404.52690721507
553,WEEE_generatedComplementaryMetalScrap,component,pcbWEEECat,116585.4614613433
554,WEEE_generatedComplementaryMetalScrap,component,plug,75365.5272970185
555,WEEE_generatedComplementaryMetalScrap,component,powerSupply,54193.71036510394
556,WEEE_generatedComplementaryMetalScrap,component,printedCircuitBoard,48388.934396883866
557,WEEE_generatedComplementaryMetalScrap,component,pump,44291.2763635516
558,WEEE_generatedComplementaryMetalScrap,component,refrigerant,113002.5413909091
559,WEEE_generatedComplementaryMetalScrap,component,remoteControl,10568.415952229843
560,WEEE_generatedComplementaryMetalScrap,component,resistor,36333.715480365136
561,WEEE_generatedComplementaryMetalScrap,component,rotor,99956.8925178538
562,WEEE_generatedComplementaryMetalScrap,component,screw,28788.237231143685
563,WEEE_generatedComplementaryMetalScrap,component,sensorUnspecified,77519.38769626849
564,WEEE_generatedComplementaryMetalScrap,component,shadowComponentWEEE,58881.37422785346
565,WEEE_generatedComplementaryMetalScrap,component,solenoidValve,25544.569990973912
566,WEEE_generatedComplementaryMetalScrap,component,speakerEEE2,123890.4395447708
567,WEEE_generatedComplementaryMetalScrap,component,switch,56789.91490311663
568,WEEE_generatedComplementaryMetalScrap,component,tonerCartridge,47201.31993395094
569,WEEE_generatedComplementaryMetalScrap,component,transformator,14402.037097793564
570,WEEE_generatedComplementaryMetalScrap,component,transmission,130916.00794519397
571,WEEE_generatedComplementaryMetalScrap,component,transmitter,101381.27182596392
572,WEEE_generatedComplementaryMetalScrap,component,wheel,163553.9636831652
573,WEEE_collected,component,ComponentShadowWEEE,33368.279214690425
574,WEEE_collected,component,ConductivitySensor,55312.37355652679
575,WEEE_collected,component,LED,26120.580493490976
576,WEEE_collected,component,LidarSensor (&lt;15cm),23922.204436882355
577,WEEE_collected,component,MagnetSensor,108749.99417041047
578,WEEE_collected,component,PCBWEEECat,19148.08763183435
579,WEEE_collected,component,PCBunspecified,41199.70296707443
580,WEEE_collected,component,PVBacksheet,49198.72794224502
581,WEEE_collected,component,PVEncapsulationEVA,51245.82491411821
582,WEEE_collected,component,PVFrameAl,42910.32876836305
583,WEEE_collected,component,PVSolarGlass,27086.14641267939
584,WEEE_collected,component,PVcellSi,46391.73178174287
585,WEEE_collected,component,WEEEEvaporator,24759.015657466807
586,WEEE_collected,component,brush,24941.734047864375
587,WEEE_collected,component,cableUnspecified,72168.17458608522
588,WEEE_collected,component,cableWOPlug,10927.469263572413
589,WEEE_collected,component,cableWPlug,28379.786786880817
590,WEEE_collected,component,cableWithConnector,20070.735419162545
591,WEEE_collected,component,cables,50723.2682446261
592,WEEE_collected,component,cablewire,47134.172375023416
593,WEEE_collected,component,capElectrolytic,32024.002272203514
594,WEEE_collected,component,casingPlasticBased,36912.73898565315
595,WEEE_collected,component,casingSteelBased,31764.862426657193
596,WEEE_collected,component,casingUnspecified,51951.11896920829
597,WEEE_collected,component,coldCathodeLamp,75911.51391424348
598,WEEE_collected,component,compContainHazardSubst,34438.74848389583
599,WEEE_collected,component,compressor,72097.77967561316
600,WEEE_collected,component,condensator,48693.517068992616
601,WEEE_collected,component,contactor,8092.620063901269
602,WEEE_collected,component,displayCRT,46728.63110812632
603,WEEE_collected,component,displayLCD,24889.51193807523
604,WEEE_collected,component,displayLCDunder100cm2,33706.99650568428
605,WEEE_collected,component,displayOther,34012.00883766309
606,WEEE_collected,component,displayPlasma,53177.58738417675
607,WEEE_collected,component,driveCDDExt,13019.642631538814
608,WEEE_collected,component,driveCDDInt,43243.24534261906
609,WEEE_collected,component,driveFDD,38575.03469723012
610,WEEE_collected,component,driveHDD,42514.026702671064
611,WEEE_collected,component,driveUnspecified,69669.43214028222
612,WEEE_collected,component,electricEngine,102162.02743923302
613,WEEE_collected,component,filterFoamBased,22613.506752149282
614,WEEE_collected,component,fuse,42498.426191337225
615,WEEE_collected,component,gear,15542.960302166266
616,WEEE_collected,component,heatingCoolingEEEairCondenser,36510.11907767078
617,WEEE_collected,component,heatingCoolingEEEfan,33887.17741918833
618,WEEE_collected,component,heatingCoolingEEEheatSink,42885.09561952542
619,WEEE_collected,component,inductor,22644.31157128782
620,WEEE_collected,component,insulation,29277.809854820665
621,WEEE_collected,component,keyboard,24636.779373116893
622,WEEE_collected,component,knob,52502.77209231851
623,WEEE_collected,component,lenseAssembly,4651.1690431486095
624,WEEE_collected,component,lighting,67212.3846143695
625,WEEE_collected,component,lightingFlash,50618.73154866899
626,WEEE_collected,component,magnetPermanent,60350.941976347385
627,WEEE_collected,component,magnetron,27105.999530714453
628,WEEE_collected,component,mainboardInclCPUgpu,39571.10848489003
629,WEEE_collected,component,non-electricCoil,41221.91782397271
630,WEEE_collected,component,nonElectricCoil,69920.42075651186
631,WEEE_collected,component,onOffSwitch,48038.47029732976
632,WEEE_collected,component,otherElectricCompUnspecified,29801.45050563398
633,WEEE_collected,component,otherNonElectricCompUnspecified,15896.783293290882
634,WEEE_collected,component,passiveJunctionBox,46290.626911338215
635,WEEE_collected,component,pcbWEEECat,55704.0813531301
636,WEEE_collected,component,plug,44269.64456428873
637,WEEE_collected,component,powerSupply,25962.307279594206
638,WEEE_collected,component,printedCircuitBoard,47913.69650644014
639,WEEE_collected,component,pump,23366.97531201976
640,WEEE_collected,component,refrigerant,70478.41249132939
641,WEEE_collected,component,remoteControl,7514.71927528943
642,WEEE_collected,component,resistor,27088.51947242928
643,WEEE_collected,component,rotor,59933.458526213144
644,WEEE_collected,component,screw,20172.96149471379
645,WEEE_collected,component,sensorUnspecified,51604.95341509853
646,WEEE_collected,component,shadowComponentWEEE,38501.626468874776
647,WEEE_collected,component,solenoidValve,12367.40839497029
648,WEEE_collected,component,speakerEEE2,65700.02921695005
649,WEEE_collected,component,switch,29928.36320549257
650,WEEE_collected,component,tonerCartridge,32303.77886052356
651,WEEE_collected,component,transformator,11596.733199346729
652,WEEE_collected,component,transmission,51234.99126433287
653,WEEE_collected,component,transmitter,63142.70796665469
654,WEEE_collected,component,wheel,48036.04355839855
655,WEEE_generatedDedicated,component,ComponentShadowWEEE,119159.28297311006
656,WEEE_generatedDedicated,component,ConductivitySensor,173751.34756415526
657,WEEE_generatedDedicated,component,LED,93830.47685416452
658,WEEE_generatedDedicated,component,LidarSensor (&lt;15cm),101640.64276179945
659,WEEE_generatedDedicated,component,MagnetSensor,397677.69428777514
660,WEEE_generatedDedicated,component,PCBWEEECat,80275.43632532803
661,WEEE_generatedDedicated,component,PCBunspecified,117729.92205030879
662,WEEE_generatedDedicated,component,PVBacksheet,165418.1525304807
663,WEEE_generatedDedicated,component,PVEncapsulationEVA,269172.28270782455
664,WEEE_generatedDedicated,component,PVFrameAl,190961.71508419677
665,WEEE_generatedDedicated,component,PVSolarGlass,121765.96722527493
666,WEEE_generatedDedicated,component,PVcellSi,121321.8088639082
667,WEEE_generatedDedicated,component,WEEEEvaporator,81050.59138664074
668,WEEE_generatedDedicated,component,brush,91621.38321633392
669,WEEE_generatedDedicated,component,cableUnspecified,241619.35034748464
670,WEEE_generatedDedicated,component,cableWOPlug,49960.30599391175
671,WEEE_generatedDedicated,component,cableWPlug,98515.37447420714
672,WEEE_generatedDedicated,component,cableWithConnector,64149.57771020805
673,WEEE_generatedDedicated,component,cables,320007.9617378181
674,WEEE_generatedDedicated,component,cablewire,162639.76766219627
675,WEEE_generatedDedicated,component,capElectrolytic,144967.84912876246
676,WEEE_generatedDedicated,component,casingPlasticBased,153577.95804902588
677,WEEE_generatedDedicated,component,casingSteelBased,90100.98365994653
678,WEEE_generatedDedicated,component,casingUnspecified,207470.26855018057
679,WEEE_generatedDedicated,component,coldCathodeLamp,311898.6217053906
680,WEEE_generatedDedicated,component,compContainHazardSubst,98234.39120363978
681,WEEE_generatedDedicated,component,compressor,308073.7329842245
682,WEEE_generatedDedicated,component,condensator,197432.22666001142
683,WEEE_generatedDedicated,component,contactor,32039.00448500235
684,WEEE_generatedDedicated,component,displayCRT,231075.05625059665
685,WEEE_generatedDedicated,component,displayLCD,125419.72637427838
686,WEEE_generatedDedicated,component,displayLCDunder100cm2,122823.99713680035
687,WEEE_generatedDedicated,component,displayOther,180402.6084578534
688,WEEE_generatedDedicated,component,displayPlasma,328473.98342014686
689,WEEE_generatedDedicated,component,driveCDDExt,49749.90926832652
690,WEEE_generatedDedicated,component,driveCDDInt,180663.60676799604
691,WEEE_generatedDedicated,component,driveFDD,126931.02547191085
692,WEEE_generatedDedicated,component,driveHDD,210364.6746738035
693,WEEE_generatedDedicated,component,driveUnspecified,233665.67188243582
694,WEEE_generatedDedicated,component,electricEngine,506356.0900849143
695,WEEE_generatedDedicated,component,filterFoamBased,60322.77504883738
696,WEEE_generatedDedicated,component,fuse,226718.7213080321
697,WEEE_generatedDedicated,component,gear,60517.798613119274
698,WEEE_generatedDedicated,component,heatingCoolingEEEairCondenser,145095.7476220309
699,WEEE_generatedDedicated,component,heatingCoolingEEEfan,137876.4840521871
700,WEEE_generatedDedicated,component,heatingCoolingEEEheatSink,116341.83398697904
701,WEEE_generatedDedicated,component,inductor,90897.18634150067
702,WEEE_generatedDedicated,component,insulation,175384.15199175198
703,WEEE_generatedDedicated,component,keyboard,123463.74467043448
704,WEEE_generatedDedicated,component,knob,198170.9467467913
705,WEEE_generatedDedicated,component,lenseAssembly,19682.299766262866
706,WEEE_generatedDedicated,component,lighting,270304.6801234358
707,WEEE_generatedDedicated,component,lightingFlash,137837.2088110785
708,WEEE_generatedDedicated,component,magnetPermanent,242287.28329129342
709,WEEE_generatedDedicated,component,magnetron,92100.2224983391
710,WEEE_generatedDedicated,component,mainboardInclCPUgpu,265720.7247794599
711,WEEE_generatedDedicated,component,non-electricCoil,176586.19675741557
712,WEEE_generatedDedicated,component,nonElectricCoil,276917.11900045956
