,flow,product,component,material,element,mass
10537,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,Ag,0.3410658375985507
10538,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,Cu,37.50962771991332
10539,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,Ga,52.41979777949768
10540,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,Mo,30.0681224399845
10541,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,O,15.479757373398558
10542,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,ferrousMetals,Sm,4.509313022353356
10543,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,plastics,,25.058765328448917
10544,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableUnspecified,plastics,Ag,25.058765328448917
10545,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWOPlug,,,107.27358645299798
10546,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWPlug,,,624.177384020319
10547,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWPlug,AlAndAlAlloys,,108.915664900354
10548,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWPlug,ferrousMetals,,79.39836323466699
10549,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWPlug,plastics,,435.863355885298
10550,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWPlug,plastics,Ag,435.863355885298
10551,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWithConnector,,,361.86498487703966
10552,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWithConnector,CuAndCuAlloys,,361.86498487703966
10553,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWithConnector,CuAndCuAlloys,Ag,139.3122425795871
10554,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWithConnector,CuAndCuAlloys,Dy,92.77314450202635
10555,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cableWithConnector,CuAndCuAlloys,Zr,129.77959779542618
10556,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cables,,,8.711846131817522
10557,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cables,otherOrUndefinedMaterials,,8.711846131817522
10558,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cables,otherOrUndefinedMaterials,Ag,8.711846131817522
10559,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,,,403.4995466306606
10560,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,,150.10674596641115
10561,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Ag,41.817297323411715
10562,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,As,4.912280232282316
10563,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Cu,22.971301727926157
10564,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Ga,8.29298209226671
10565,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Mn,0.978055247466123
10566,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Mo,70.84098559997847
10567,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,AlAndAlAlloys,Sm,0.29384374307955013
10568,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,CuAndCuAlloys,,42.064847767748134
10569,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,CuAndCuAlloys,Ag,14.374540701104449
10570,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,CuAndCuAlloys,Dy,22.701855526682124
10571,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,CuAndCuAlloys,Zr,4.988451539961559
10572,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,,202.93514122256744
10573,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,Ag,28.48014863489347
10574,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,Ca,16.32906409686721
10575,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,Ga,26.278417248812428
10576,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,Mo,67.30283626158193
10577,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,ferrousMetals,Sm,64.54467498041252
10578,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,plastics,,8.392811673934014
10579,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,cablewire,plastics,Ag,8.392811673934014
10580,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,,,347.78341336794443
10581,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,CuAndCuAlloys,,21.205547686329346
10582,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,CuAndCuAlloys,Ag,0.5412458089680867
10583,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,CuAndCuAlloys,Dy,19.35414263839422
10584,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,CuAndCuAlloys,Zr,1.310159238967035
10585,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,undefinedAndMixedMaterials,,326.57786568161526
10586,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,capElectrolytic,undefinedAndMixedMaterials,Ag,326.57786568161526
10587,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,,,32.670471674929175
10588,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,,11.791612542404424
10589,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Ag,2.7936363688321384
10590,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,As,3.6464640612229635
10591,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Cu,0.3002987486991153
10592,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Ga,0.8001914094754027
10593,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Mn,0.4292030414946455
10594,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Mo,0.20561469687697265
10595,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,AlAndAlAlloys,Sm,3.6162042158031884
10596,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,CuAndCuAlloys,,0.24487374815440394
10597,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,CuAndCuAlloys,Ag,0.00478659809389409
10598,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,CuAndCuAlloys,Dy,0.09876363000013026
10599,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,CuAndCuAlloys,Zr,0.14132352006037965
10600,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,,1.1057640810905993
10601,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Ag,0.2690376458392098
10602,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Ca,0.00889121138699698
10603,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Cu,0.045383674279671125
10604,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Ga,0.06745745024308135
10605,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Mo,0.20607056746056546
10606,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,O,0.3459166146479395
10607,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,ferrousMetals,Sm,0.16300691723313357
10608,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,otherOrganics,,2.9804117243752177
10609,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,otherOrganics,Ag,2.9804117243752177
10610,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,plastics,,5.6201591198758685
10611,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,plastics,Ag,5.6201591198758685
10612,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPA6GF30,,5.192844337843045
10613,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPA6GF30,Ag,5.192844337843045
10614,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPPGF30,,0.4625371720315386
10615,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPPGF30,Ag,0.4625371720315386
10616,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPPTF30,,1.1948741606101474
10617,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,polymerPPTF30,Ag,1.1948741606101474
10618,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingPlasticBased,undefinedAndMixedMaterials,,4.077394788543953
10619,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,,,226.7124566946118
10620,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,,226.7124566946118
10621,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,Ag,13.392239845278365
10622,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,Cu,15.034057098944874
10623,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,Ga,15.771178147782186
10624,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,Mo,134.93753740305488
10625,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,O,13.546021697502153
10626,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingSteelBased,ferrousMetals,Sm,34.03142250204918
10627,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,,,214.62044856152306
10628,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,,54.84978825633547
10629,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Ag,7.046088500144326
10630,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,As,2.1884209030460235
10631,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Cu,0.06293926881875153
10632,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Ga,12.454052870377492
10633,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Mn,17.856218653658036
10634,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Mo,6.63559228515793
10635,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,AlAndAlAlloys,Sm,8.60647577513295
10636,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,CuAndCuAlloys,,13.584126847763113
10637,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,CuAndCuAlloys,Ag,8.086883945487612
10638,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,CuAndCuAlloys,Dy,4.141343405110017
10639,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,CuAndCuAlloys,Zr,1.3558994971654925
10640,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,,3.9812919122340324
10641,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,Ag,0.820353632276941
10642,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,Cu,0.45715196120089074
10643,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,Ga,0.12716836269841736
10644,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,Mo,0.4034425425478037
10645,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,O,0.6972683973783259
10646,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,ferrousMetals,Sm,1.4759070161316545
10647,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,glass,,24.174294061874978
10648,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,glass,Ag,1.351127602197352
10649,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,glass,Pd,1.9802349368839298
10650,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,glass,Sc,9.987931323582352
10651,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,glass,Zr,10.855000199211347
10652,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,otherMetalsAndMetalAlloys,,16.115970747020807
10653,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,otherMetalsAndMetalAlloys,Ag,0.6244838910006177
10654,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,otherMetalsAndMetalAlloys,Al,10.603216091690252
10655,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,otherMetalsAndMetalAlloys,Dy,4.888270764329942
10656,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,plastics,,78.99775408613934
10657,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,plastics,Ag,78.99775408613934
10658,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,undefinedAndMixedMaterials,,22.9172226501554
10659,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,casingUnspecified,undefinedAndMixedMaterials,Ag,22.9172226501554
10660,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,coldCathodeLamp,,,8.006381346099744
10661,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compContainHazardSubst,,,274.634079745117
10662,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,,,2.1697045846762424
10663,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,,0.045840677907029406
10664,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Ag,0.00660034813007942
10665,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,As,0.002632113613664608
10666,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Cu,0.008929205908581869
10667,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Dy,0.005814419256739123
10668,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Ga,0.0008042891466298944
10669,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Mn,0.010513863594235708
10670,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Mo,0.009139930221544487
10671,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Sm,0.00034411364442875873
10672,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,CuAndCuAlloys,Zr,0.0010623943911255128
10673,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,glass,,0.7450443676421966
10674,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,glass,Ag,0.21597504048106803
10675,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,glass,Pd,0.13096398948022925
10676,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,glass,Sc,0.19475382385991397
10677,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,glass,Zr,0.2033515138209854
10678,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,,0.3073384152415101
10679,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,Ag,0.03699342235641487
10680,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,Ca,0.033737977987105254
10681,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,Ga,0.0067096890833595905
10682,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,Mo,0.17237403522117586
10683,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherFerrousAlloys,Sm,0.05752329059345451
10684,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherOrUndefinedMaterials,,0.03535468591488276
10685,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,otherOrUndefinedMaterials,Ag,0.03535468591488276
10686,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,plastics,,0.5074823574649244
10687,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,plastics,Ag,0.5074823574649244
10688,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,,0.5286440805056981
10689,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,Ag,0.09217096103034231
10690,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,Cu,0.07950254645078365
10691,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,Ga,0.03933221792595109
10692,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,Mo,0.2596335914469137
10693,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,O,0.024838767465923263
10694,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,compressor,steelAndSteelAlloys,Sm,0.03316599618578428
10695,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,condensator,,,341.214849216333
10696,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,contactor,,,188.92439217028675
10697,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,,,180.4757945833134
10698,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,,172.22577362525914
10699,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Ag,42.0161208186665
10700,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,As,17.925962156251572
10701,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Cu,19.77609635162689
10702,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Ga,57.956189955597964
10703,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Mn,4.739331003763652
10704,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Mo,10.69688036442771
10705,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,AlAndAlAlloys,Sm,19.115192974924827
10706,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,glass,,8.25002095805423
10707,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,glass,Ag,0.35905529596418007
10708,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,glass,Pd,3.471166618524153
10709,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,glass,Sc,0.8191354090056248
10710,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayCRT,glass,Zr,3.600663634560272
10711,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,,,240.01901622250693
10712,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,,105.51175272441236
10713,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Ag,13.635188711332626
10714,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,As,43.664685467805235
10715,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Cu,30.976567310326704
10716,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Ga,1.6436810817211223
10717,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Mn,4.112812901593387
10718,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Mo,7.820811362616848
10719,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,AlAndAlAlloys,Sm,3.658005889016495
10720,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,CuAndCuAlloys,,7.201610506939468
10721,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,CuAndCuAlloys,Ag,2.1567297136733736
10722,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,CuAndCuAlloys,Dy,3.02511342377071
10723,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,CuAndCuAlloys,Zr,2.0197673694953924
10724,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,,24.327334808512322
10725,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,Ag,7.5983655566845405
10726,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,Cu,8.27572288990945
10727,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,Ga,0.9775960423301236
10728,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,Mo,4.064445988851731
10729,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,O,1.2182975906807085
10730,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,ferrousMetals,Sm,2.1929067400557685
10731,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,glass,,3.1675670063602475
10732,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,glass,Ag,0.4009591734010525
10733,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,glass,Pd,1.4386299183348419
10734,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,glass,Sc,0.3186553242943708
10735,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,glass,Zr,1.009322590329982
10736,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,plastics,,35.609807280427475
10737,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,plastics,Ag,35.609807280427475
10738,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,undefinedAndMixedMaterials,,64.20094389585522
10739,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCD,undefinedAndMixedMaterials,Ag,64.20094389585522
10740,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayLCDunder100cm2,,,41.291354318759716
10741,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,,,64.7719989865353
10742,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,,3.398230718570241
10743,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Ag,1.2996721465962338
10744,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,As,0.23494765727696532
10745,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Cu,0.5222346373179186
10746,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Ga,0.281389096515263
10747,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Mn,0.259474430008473
10748,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Mo,0.5881745200620796
10749,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,AlAndAlAlloys,Sm,0.21233823079330374
10750,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,CuAndCuAlloys,,6.0020891755610695
10751,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,CuAndCuAlloys,Ag,1.121124833090744
10752,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,CuAndCuAlloys,Dy,2.1768901295342515
10753,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,CuAndCuAlloys,Zr,2.704074212936074
10754,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,,30.33331991834951
10755,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,Ag,2.92490480859827
10756,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,Cu,3.646227332255323
10757,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,Ga,5.754244181222407
10758,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,Mo,11.268068714654351
10759,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,O,2.3777821524635847
10760,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,ferrousMetals,Sm,4.362092729155542
10761,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,glass,,9.6735229186022
10762,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,glass,Ag,0.4556958923583068
10763,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,glass,Pd,0.46077197038141177
10764,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,glass,Sc,0.21894247568847702
10765,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,glass,Zr,8.538112580174005
10766,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,otherMetalsAndMetalAlloys,,5.083377913770545
10767,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,otherMetalsAndMetalAlloys,Ag,3.5876219903851605
10768,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,otherMetalsAndMetalAlloys,Al,0.6253685457371099
10769,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,otherMetalsAndMetalAlloys,Dy,0.8703873776482748
10770,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,plastics,,7.851680197656781
10771,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,plastics,Ag,7.851680197656781
10772,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,undefinedAndMixedMaterials,,2.4297781440249846
10773,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayOther,undefinedAndMixedMaterials,Ag,2.4297781440249846
10774,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,displayPlasma,,,313.21249290788677
10775,WEEE_generatedComplementaryUndocumented,WEEE_Cat3,driveCDDExt,,,70.13970237486768
